# {"t_start": 1562244066.8522937, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,2.883905
0.0,125,4.017437
2.0,205,6.096699
0.0,129,7.346324
11.0,482,12.443271
8.0,472,17.450884
1.0,175,19.223897
0.0,125,20.456844
1.0,178,22.208063
1.0,171,23.926881
0.0,127,25.209275
1.0,174,26.944608
1.0,178,28.7291
0.0,125,29.959175
1.0,156,31.504129
0.0,129,32.781537
2.0,223,35.064833
3.0,268,37.809565
0.0,127,39.03155
2.0,200,41.146847
1.0,178,42.897242
1.0,173,44.660036
1.0,173,46.429871
2.0,202,48.493449
0.0,129,49.74584
0.0,129,50.982497
0.0,125,52.178294
1.0,155,53.692946
0.0,127,54.872095
0.0,127,56.026689
10.0,454,60.736203
0.0,129,62.002882
0.0,129,63.240174
3.0,246,65.668659
6.0,399,69.72169
0.0,129,70.942705
6.0,397,74.982516
4.0,299,78.045307
0.0,125,79.245448
4.0,319,82.389511
0.0,123,83.573621
4.0,297,86.554755
3.0,250,88.992934
2.0,184,90.795355
5.0,350,94.35017
0.0,129,95.619384
1.0,176,97.371674
1.0,172,99.02036
2.0,187,100.898289
0.0,127,102.110329
2.0,222,104.297979
1.0,173,106.042816
1.0,153,107.535383
0.0,127,108.722904
1.0,155,110.23706
8.0,352,113.806026
0.0,129,115.029408
5.0,327,118.265118
9.0,404,122.349066
1.0,155,123.781244
2.0,198,125.696753
5.0,309,128.710436
0.0,129,129.894428
1.0,157,131.397351
4.0,294,134.276395
9.0,404,138.308044
3.0,248,140.69543
2.0,184,142.424974
2.0,203,144.365892
4.0,299,147.328763
1.0,151,148.708695
2.0,185,150.446323
3.0,219,152.545305
10.0,565,158.148741
4.0,245,160.47771
5.0,350,163.922829
9.0,344,167.223188
5.0,326,170.349484
9.0,348,173.725826
9.0,328,176.882342
5.0,349,180.185289
14.0,388,183.916741
9.0,520,188.936831
11.0,605,194.723249
9.0,443,198.990995
6.0,345,202.331671
10.0,357,205.700622
23.0,709,212.487093
9.0,446,216.759063
18.0,632,222.833955
17.0,762,230.07941
21.0,620,235.954687
14.0,599,241.658779
14.0,391,245.597822
13.0,566,250.998887
16.0,677,257.52408
10.0,513,262.367087
14.0,589,267.927022
20.0,627,273.858895
10.0,604,279.554476
11.0,507,284.320105
27.0,767,291.578905
31.0,712,298.323965
22.0,576,303.85201
29.0,741,310.853099
15.0,635,316.843593
37.0,1132,327.566228
39.0,852,335.623991
30.0,745,342.635923
13.0,507,347.36894
40.0,1109,357.896123
15.0,640,363.869824
16.0,639,369.818475
45.0,978,379.166586
41.0,873,387.4196
56.0,1362,400.261263
13.0,562,405.543435
45.0,1141,416.203007
33.0,914,424.827096
83.0,1517,439.109797
42.0,905,447.561708
10.0,451,451.761306
33.0,1061,461.747558
64.0,1464,475.541924
65.0,1196,486.771025
39.0,1161,497.654386
59.0,1391,510.739915
92.0,1445,524.292244
100.0,1473,538.145077
59.0,874,546.350079
32.0,956,555.384156
60.0,1146,566.110348
45.0,883,574.309851
15.0,565,579.642084
41.0,853,587.565362
62.0,1435,601.009677
62.0,1274,612.918425
42.0,1071,623.005128
221.0,1366,635.918686
55.0,1222,647.436471
77.0,1302,659.767741
40.0,1127,670.754601
88.0,1758,687.407013
54.0,1012,696.944441
55.0,1321,709.441198
50.0,914,718.086839
20.0,810,725.75802
40.0,924,734.447482
91.0,1414,747.8809
316.0,1063,757.802274
40.0,791,765.207866
68.0,1482,779.200755
44.0,1182,790.320328
83.0,1283,802.569151
195.0,1717,818.680968
