# {"t_start": 1562244067.0691915, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,155,2.953517
1.0,175,4.685605
2.0,201,6.693727
0.0,127,7.911172
0.0,125,9.079054
0.0,129,10.379698
0.0,123,11.566255
1.0,176,13.355989
0.0,129,14.639954
1.0,171,16.337609
2.0,219,18.536551
0.0,129,19.805146
0.0,127,21.049481
1.0,155,22.574836
0.0,127,23.811088
2.0,201,25.852113
1.0,175,27.61481
1.0,171,29.375751
2.0,207,31.504445
0.0,127,32.73913
0.0,127,33.940089
0.0,129,35.223024
3.0,234,37.59431
0.0,129,38.848018
1.0,173,40.638563
1.0,174,42.384621
3.0,250,44.971489
2.0,205,47.133925
0.0,125,48.325603
0.0,129,49.576843
5.0,350,53.173722
5.0,350,56.720957
0.0,125,57.943242
5.0,350,61.48626
0.0,129,62.732229
2.0,200,64.689964
2.0,202,66.712303
1.0,153,68.163998
3.0,251,70.626552
0.0,127,71.821784
4.0,297,74.824332
2.0,202,76.862852
5.0,350,80.400896
2.0,202,82.396751
13.0,457,87.024282
2.0,198,88.955012
2.0,200,90.907217
8.0,369,94.684623
0.0,125,95.915646
0.0,129,97.128684
1.0,153,98.607741
1.0,155,100.126309
6.0,394,104.172007
0.0,129,105.421904
4.0,328,108.784458
3.0,248,111.314671
0.0,123,112.404747
0.0,127,113.615712
11.0,499,118.666497
2.0,198,120.592423
1.0,153,122.044407
1.0,176,123.718348
5.0,314,126.788858
5.0,350,130.255617
1.0,173,131.904417
3.0,254,134.380711
4.0,319,137.544843
4.0,279,140.217505
5.0,322,143.358711
1.0,155,144.850344
13.0,479,149.603585
2.0,202,151.536808
4.0,300,154.433644
11.0,496,159.353183
5.0,330,162.574934
5.0,350,165.949466
3.0,213,167.97113
15.0,617,174.01362
4.0,268,176.563462
8.0,478,181.124556
9.0,452,185.507416
7.0,426,189.588326
15.0,546,194.810265
5.0,311,197.794569
14.0,529,202.920377
10.0,530,208.000657
8.0,479,212.524108
10.0,435,216.700459
9.0,505,221.498452
20.0,583,227.030451
16.0,624,232.941669
16.0,498,237.627245
9.0,502,242.514899
12.0,320,245.658731
4.0,280,248.306258
8.0,297,251.023958
21.0,418,255.060614
12.0,541,260.155664
17.0,694,266.726397
27.0,859,274.926074
22.0,523,279.814417
18.0,764,287.067149
12.0,494,291.680815
15.0,545,296.830022
27.0,864,305.10821
21.0,754,312.271119
40.0,894,320.74191
26.0,918,329.401829
31.0,920,338.098442
14.0,523,343.000318
27.0,800,350.550478
33.0,829,358.386073
33.0,861,366.463755
26.0,762,373.676409
25.0,837,381.607223
67.0,1200,392.947518
21.0,864,401.03105
37.0,856,409.100124
53.0,1169,420.124626
34.0,920,428.719708
48.0,1101,439.048648
54.0,1394,452.190178
27.0,695,458.734015
40.0,829,466.451284
84.0,1768,483.106286
66.0,1438,496.650897
63.0,1497,510.736865
75.0,1511,524.935839
26.0,608,530.544015
80.0,1509,544.765626
