# {"t_start": 1562244067.0007873, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
4.0,299,4.558331
2.0,202,6.583771
3.0,270,9.332494
0.0,129,10.627079
0.0,129,11.86998
1.0,157,13.463188
3.0,272,16.271679
0.0,127,17.471191
1.0,171,19.217644
1.0,171,20.947332
3.0,248,23.490412
0.0,129,24.761921
1.0,155,26.270171
3.0,271,29.123758
2.0,223,31.417665
0.0,129,32.691479
2.0,217,34.892136
2.0,226,37.205381
5.0,311,40.453508
0.0,127,41.706867
2.0,204,43.742846
2.0,185,45.684383
0.0,125,46.927212
3.0,270,49.732639
0.0,129,50.952792
0.0,129,52.175374
9.0,404,56.337566
0.0,129,57.574139
5.0,350,61.089425
3.0,246,63.625576
5.0,349,67.160373
0.0,127,68.348384
1.0,158,69.838441
3.0,248,72.330854
0.0,123,73.478864
0.0,127,74.656869
0.0,127,75.86079
0.0,129,77.113241
9.0,380,80.958076
1.0,176,82.701403
6.0,396,86.693666
2.0,206,88.677605
0.0,129,89.919296
5.0,350,93.417598
1.0,157,95.012743
2.0,202,97.01113
5.0,349,100.596378
5.0,350,104.171992
0.0,127,105.409584
0.0,129,106.667317
9.0,404,110.85485
2.0,200,112.776788
2.0,183,114.55599
5.0,348,118.008291
3.0,234,120.321858
5.0,332,123.59803
3.0,248,126.060534
4.0,297,128.918327
0.0,127,130.111903
9.0,382,133.89097
3.0,248,136.379695
1.0,157,137.810778
5.0,350,141.235338
5.0,307,144.241465
2.0,205,146.216901
6.0,399,150.148923
6.0,397,154.023998
6.0,379,157.760347
3.0,232,159.963813
10.0,429,164.185819
9.0,349,167.58419
5.0,313,170.559456
6.0,418,174.617301
4.0,300,177.522333
11.0,404,181.323968
4.0,304,184.228115
8.0,422,188.252164
11.0,510,193.160952
9.0,404,197.029716
11.0,497,201.839693
10.0,488,206.523659
8.0,281,209.150857
21.0,628,215.163963
15.0,701,221.924333
16.0,616,227.77567
11.0,564,233.097461
7.0,367,236.500817
18.0,572,241.982708
3.0,252,244.485718
3.0,230,246.692608
12.0,631,252.663329
24.0,560,258.062873
22.0,683,264.575519
12.0,607,270.303295
21.0,698,276.883065
9.0,496,281.535814
33.0,839,289.527872
20.0,704,296.163517
15.0,414,300.043905
6.0,343,303.306484
21.0,690,309.835453
50.0,1398,323.141552
46.0,951,332.137853
17.0,611,337.867881
24.0,790,345.339865
37.0,785,352.739087
34.0,888,361.122569
49.0,1209,372.520983
21.0,738,379.56331
22.0,785,386.952939
28.0,851,394.946745
30.0,1018,404.554567
38.0,703,411.073982
30.0,852,419.091329
37.0,1015,428.602595
24.0,570,433.926014
48.0,1123,444.43322
26.0,793,451.867701
49.0,1197,463.161764
56.0,1388,476.239102
69.0,1357,488.962493
30.0,979,498.142048
42.0,890,506.481727
100.0,1629,521.714488
90.0,1550,536.324733
52.0,1188,547.535723
17.0,688,553.964942
68.0,1467,567.785936
37.0,1033,577.526668
36.0,650,583.53369
220.0,1573,598.261947
86.0,1392,611.327765
67.0,1239,623.005925
22.0,618,628.800387
54.0,1250,640.498706
34.0,1116,650.978818
58.0,1202,662.544311
64.0,1184,673.969354
23.0,685,680.439453
80.0,1402,693.652283
68.0,1266,705.537653
60.0,1228,717.147979
0.0,129,718.389886
22.0,770,725.642645
44.0,1095,735.958711
62.0,1308,748.385642
66.0,1240,760.00717
25.0,757,767.066834
128.0,1566,781.85279
95.0,1411,795.116248
104.0,1434,808.816993
75.0,1533,823.184663
139.0,1734,839.507321
271.0,1753,856.138854
92.0,1367,868.975385
79.0,1390,882.024175
101.0,1332,894.511276
53.0,1107,904.918199
49.0,928,913.634339
126.0,1432,929.141249
51.0,1084,939.745104
69.0,1315,951.993168
347.0,1320,964.35084
74.0,1376,977.344395
86.0,992,986.538187
60.0,957,995.446938
98.0,1056,1005.340982
115.0,1734,1021.595581
98.0,1520,1035.916731
26.0,641,1041.965048
87.0,1170,1052.925406
127.0,1617,1068.098493
53.0,1093,1078.34574
81.0,936,1087.482175
124.0,1550,1101.99065
295.0,1589,1116.855044
151.0,1507,1131.016587
341.0,1912,1148.92522
177.0,1618,1164.157602
79.0,1477,1177.961971
269.0,1886,1195.602988
304.0,1671,1211.34433
129.0,1660,1226.889534
199.0,1870,1244.377614
130.0,1541,1258.789103
61.0,1286,1270.834486
262.0,1487,1284.758931
346.0,1898,1302.542007
354.0,1716,1319.542533
208.0,1114,1330.051744
300.0,1688,1345.795401
341.0,1944,1365.532757
164.0,1637,1381.413774
283.0,1708,1398.131802
117.0,1157,1409.006282
371.0,1661,1424.605778
246.0,1548,1439.15237
310.0,2054,1458.462916
377.0,1517,1472.638273
223.0,1631,1488.164011
212.0,1535,1502.96743
183.0,1313,1515.217019
216.0,1786,1532.18297
381.0,1753,1548.49719
349.0,1743,1564.837724
116.0,1579,1579.643831
288.0,1323,1591.980569
348.0,1576,1606.68991
283.0,1666,1622.324542
340.0,1673,1637.998066
203.0,1815,1655.162306
401.0,2150,1675.876383
213.0,1625,1691.058316
68.0,1233,1702.75527
59.0,951,1711.598593
156.0,1719,1727.679053
320.0,1937,1745.7841
172.0,1581,1760.697701
160.0,1744,1777.060672
383.0,1930,1795.056074
150.0,1594,1809.952662
8.0,391,1813.751093
2.0,200,1815.704817
390.0,2256,1836.827808
362.0,1612,1852.941787
78.0,1151,1864.032435
385.0,2304,1885.849105
375.0,1945,1904.003036
396.0,2103,1923.632336
390.0,2289,1945.044948
409.0,2325,1966.931484
246.0,1590,1984.531975
375.0,2314,2006.882125
422.0,2301,2028.390222
314.0,2544,2052.121519
410.0,2718,2078.215425
284.0,1900,2097.939967
76.0,1388,2110.915836
341.0,2563,2135.022911
336.0,2199,2155.521794
301.0,2055,2174.66313
317.0,1637,2190.003482
312.0,1983,2209.687646
417.0,2450,2233.808486
91.0,1162,2244.579453
239.0,1603,2259.44517
345.0,1606,2274.294522
57.0,1002,2283.603485
87.0,1525,2297.816176
346.0,2140,2317.826957
407.0,2947,2346.338258
337.0,1858,2363.471437
385.0,2191,2383.685614
421.0,2254,2404.430203
332.0,1969,2422.61202
420.0,2747,2448.11024
397.0,2546,2471.648681
406.0,2746,2496.955275
407.0,3945,2537.153778
409.0,1787,2553.683438
374.0,2275,2574.748795
396.0,2714,2599.896768
387.0,1961,2618.018955
427.0,3263,2648.181629
312.0,1706,2664.065502
419.0,3421,2695.556983
407.0,2778,2721.250601
310.0,1796,2737.684239
376.0,2108,2757.185996
58.0,852,2766.113893
227.0,1461,2780.206011
417.0,2416,2802.667456
412.0,4044,2840.320319
380.0,2961,2867.769618
2.0,207,2869.780277
3.0,245,2872.173032
2.0,200,2874.151487
2.0,202,2876.106487
2.0,202,2878.070383
1.0,173,2879.705838
1.0,155,2881.207633
3.0,248,2883.67592
5.0,285,2886.416993
8.0,402,2890.155601
205.0,1586,2904.834499
298.0,1513,2918.818359
399.0,2210,2939.191525
391.0,1857,2956.457345
404.0,2153,2978.153477
407.0,2484,3001.289546
378.0,2277,3022.290345
358.0,2148,3042.095275
426.0,3531,3075.042943
120.0,1493,3088.841893
320.0,2460,3111.443003
393.0,1918,3129.254268
428.0,2284,3150.321767
354.0,2001,3169.04867
343.0,2144,3188.871437
319.0,2320,3210.298772
380.0,2495,3233.225388
291.0,1669,3248.60095
417.0,2736,3274.123112
154.0,1665,3289.623481
403.0,3344,3321.450591
309.0,1711,3337.342874
388.0,2934,3365.136091
409.0,2639,3389.774883
419.0,2667,3429.275898
359.0,1823,3455.559321
417.0,2440,3478.204682
302.0,2216,3498.546839
314.0,1996,3516.975393
425.0,3055,3545.024817
392.0,1436,3558.254571
383.0,2373,3580.192155
358.0,2170,3600.110935
385.0,3499,3632.524904
383.0,2807,3658.364425
408.0,2989,3686.201029
369.0,1542,3700.343096
27.0,646,3706.267111
316.0,3137,3735.085496
318.0,1676,3750.535318
334.0,2016,3768.998917
413.0,2726,3797.093683
426.0,2185,3817.149966
388.0,2428,3839.519226
393.0,1844,3858.516582
161.0,1386,3873.229685
376.0,1998,3892.609343
400.0,2690,3918.715922
174.0,1790,3935.957314
417.0,3839,3972.172259
389.0,2189,3994.362066
372.0,2163,4014.7508
370.0,2338,4037.139032
394.0,2359,4059.027627
428.0,2521,4082.410276
409.0,2832,4108.565309
11.0,504,4113.23922
1.0,177,4114.890476
0.0,129,4116.197791
214.0,1764,4134.384617
392.0,2196,4155.534023
428.0,2574,4179.307766
400.0,2307,4200.608562
392.0,2090,4219.998857
440.0,3207,4252.10591
410.0,2588,4276.060181
273.0,1865,4293.196633
351.0,1984,4311.628692
374.0,2810,4337.838779
383.0,4012,4375.079876
386.0,2257,4396.469599
452.0,3023,4424.421381
366.0,2624,4448.664621
90.0,1154,4459.399879
443.0,2588,4483.211981
421.0,2946,4512.456485
381.0,1816,4529.107726
413.0,2212,4549.390185
283.0,2009,4567.881616
330.0,2220,4588.455337
377.0,2219,4608.893701
391.0,1928,4626.819557
407.0,2218,4647.428943
431.0,2395,4669.720608
300.0,1355,4682.176124
406.0,2318,4705.709551
451.0,3495,4737.913213
412.0,2664,4762.751032
114.0,1377,4776.376221
415.0,2138,4796.155337
517.0,3554,4829.083072
427.0,2342,4850.485662
342.0,2342,4872.070391
419.0,2505,4895.183782
406.0,2142,4915.116017
145.0,1730,4931.014668
425.0,3030,4959.030761
330.0,2148,4978.817318
411.0,2020,4997.50247
419.0,2855,5025.271312
420.0,2519,5048.896337
112.0,1251,5060.501573
396.0,2467,5083.418792
381.0,2130,5103.042061
421.0,2058,5122.076354
401.0,2967,5149.617981
390.0,1824,5166.842422
410.0,2468,5189.581564
379.0,2430,5211.909221
428.0,2763,5237.486387
358.0,2280,5258.686014
377.0,2074,5281.204632
410.0,2167,5301.859499
420.0,3270,5332.056118
400.0,2246,5352.622317
430.0,2304,5374.024606
256.0,4079,5411.750108
417.0,2454,5434.513785
52.0,963,5443.380031
413.0,3013,5471.278435
407.0,2326,5492.85171
427.0,3114,5521.521269
426.0,2098,5540.878731
431.0,3113,5569.546729
391.0,2346,5591.197926
393.0,2007,5609.659818
412.0,2196,5629.850194
35.0,928,5638.286085
418.0,2807,5664.477196
431.0,2394,5686.511028
351.0,1957,5704.660163
374.0,2245,5725.564577
419.0,2370,5747.620247
410.0,2431,5769.96612
409.0,2247,5790.699912
407.0,2137,5810.33684
393.0,1977,5828.624334
395.0,1874,5846.005636
376.0,3937,5886.292677
419.0,2652,5910.730417
399.0,2451,5933.378345
369.0,2348,5955.037063
