# {"t_start": 1562244067.1121325, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,2.624065
0.0,125,3.756567
0.0,129,5.020586
4.0,300,8.117856
0.0,129,9.345745
1.0,173,11.09731
1.0,157,12.685447
6.0,359,16.467217
3.0,233,18.829468
1.0,173,20.596472
2.0,225,22.865177
3.0,270,25.668781
2.0,208,27.818596
2.0,222,30.137958
2.0,204,32.199874
2.0,220,34.429116
0.0,129,35.705337
3.0,250,38.233354
1.0,173,40.001082
6.0,361,43.824705
0.0,129,45.109503
0.0,125,46.354807
8.0,474,51.347744
0.0,129,52.598034
1.0,173,54.262069
1.0,175,55.968611
5.0,350,59.511452
4.0,286,62.45651
0.0,129,63.690405
6.0,402,67.774805
0.0,127,68.941748
1.0,177,70.652333
3.0,246,73.119285
0.0,129,74.317357
2.0,198,76.30794
1.0,155,77.83861
2.0,202,79.813362
0.0,127,80.984339
6.0,379,84.851107
10.0,434,89.242408
1.0,157,90.728776
1.0,178,92.41668
0.0,129,93.665123
0.0,129,94.947228
1.0,157,96.465878
4.0,297,99.520366
4.0,301,102.573912
5.0,350,106.187745
9.0,404,110.371536
6.0,400,114.402381
9.0,405,118.452648
0.0,129,119.677086
9.0,404,123.765594
1.0,155,125.180228
4.0,283,127.950907
2.0,190,129.742877
1.0,159,131.288568
5.0,371,134.936094
0.0,129,136.165649
10.0,431,140.406521
9.0,403,144.40883
2.0,183,146.155793
6.0,380,149.875371
7.0,430,154.119626
4.0,299,157.034943
1.0,175,158.660952
4.0,268,161.246615
6.0,354,164.689484
6.0,344,168.042006
5.0,311,171.027108
16.0,574,176.622665
12.0,519,181.61456
6.0,355,184.998135
19.0,762,192.392156
7.0,411,196.321126
10.0,429,200.405377
9.0,450,204.771689
9.0,330,207.883123
14.0,608,213.708922
7.0,374,217.255904
9.0,447,221.506178
10.0,432,225.579115
7.0,406,229.372967
8.0,443,233.55288
10.0,540,238.637091
13.0,553,244.080016
6.0,373,247.705414
32.0,1011,257.466879
15.0,719,264.32036
22.0,607,270.040036
28.0,900,278.555355
17.0,478,283.055004
17.0,662,289.324713
15.0,421,293.252326
13.0,464,297.606765
24.0,601,303.359634
20.0,707,310.059305
35.0,1042,319.950063
19.0,684,326.360883
19.0,653,332.506396
34.0,976,341.726583
15.0,623,347.600491
25.0,739,354.534431
32.0,1046,364.415374
21.0,632,370.33666
13.0,460,374.6985
28.0,963,383.818403
34.0,908,392.358706
41.0,1247,404.135178
52.0,1282,416.180626
53.0,1131,426.836901
31.0,761,433.987985
30.0,945,442.795109
44.0,1079,452.976066
39.0,1039,462.716838
86.0,1594,477.743515
58.0,1276,489.764634
40.0,866,497.824851
75.0,1511,512.049989
42.0,1224,523.465415
57.0,1162,534.392878
46.0,1154,545.256179
37.0,1031,554.992697
56.0,1355,567.722127
32.0,778,574.92699
62.0,1232,586.553637
36.0,973,595.630919
71.0,1146,606.322364
37.0,829,614.038319
33.0,855,622.016783
17.0,606,627.787907
22.0,786,635.0853
62.0,945,643.885455
27.0,835,651.76256
92.0,1257,663.928558
43.0,993,673.437043
38.0,1063,683.500129
52.0,1282,695.565918
92.0,1298,707.815029
81.0,999,717.202493
0.0,127,718.445581
30.0,874,726.689484
51.0,1284,738.762694
44.0,843,746.737324
37.0,948,755.578367
53.0,1092,765.85143
69.0,1120,776.383318
53.0,1100,786.741705
55.0,1048,796.512064
153.0,1671,812.45656
90.0,1604,827.498983
17.0,543,832.553309
119.0,1451,846.166524
78.0,1200,857.610275
108.0,1382,870.558552
69.0,1320,882.929862
86.0,1336,895.477681
82.0,1308,907.748774
128.0,1790,926.494316
163.0,1612,942.328071
94.0,1456,955.894082
49.0,1044,965.646325
65.0,850,973.60603
55.0,1088,983.808708
259.0,1435,997.205045
122.0,1385,1010.20777
294.0,1699,1026.109778
203.0,1935,1044.52833
244.0,1655,1059.998497
102.0,1161,1070.887578
83.0,1181,1082.257154
108.0,1497,1096.442659
162.0,1407,1109.596929
133.0,1612,1124.671453
263.0,1464,1138.369765
98.0,1387,1151.386271
209.0,1541,1165.869612
264.0,1664,1181.454274
130.0,1602,1196.441722
136.0,1509,1210.585793
232.0,1623,1225.757304
143.0,1506,1239.847616
307.0,1783,1256.550158
331.0,1835,1273.777322
199.0,1790,1290.600269
226.0,1758,1307.566142
418.0,1898,1325.854359
220.0,1672,1341.472353
280.0,1615,1358.031117
373.0,1740,1374.338164
171.0,1523,1389.811549
361.0,2092,1409.65081
211.0,1760,1426.168938
185.0,1527,1440.508243
317.0,1936,1458.695399
311.0,1939,1476.894336
149.0,1574,1492.167281
381.0,1945,1510.472478
212.0,1712,1526.657591
100.0,1266,1538.53473
428.0,2510,1562.081828
197.0,1129,1572.606178
154.0,1692,1588.466437
343.0,1947,1606.661938
358.0,2005,1625.514458
364.0,2199,1646.170738
384.0,2378,1669.172725
236.0,1779,1685.778847
156.0,1695,1701.703196
78.0,1476,1715.649637
366.0,1924,1733.65224
331.0,2236,1754.716032
47.0,972,1763.798999
386.0,2496,1787.212144
318.0,1903,1804.917449
31.0,794,1812.362886
2.0,198,1814.334928
354.0,1670,1830.136443
368.0,1948,1849.218242
84.0,1283,1861.691186
374.0,2026,1880.89328
394.0,1912,1898.751586
407.0,2455,1921.706141
367.0,1710,1937.619341
40.0,597,1943.128969
294.0,2208,1963.935619
363.0,1830,1983.673989
362.0,1950,2002.713553
257.0,1795,2019.4357
395.0,2039,2038.395974
391.0,2149,2058.668592
365.0,2327,2081.395235
417.0,2538,2106.635757
292.0,1381,2119.750741
410.0,2781,2145.699486
405.0,2018,2164.54999
312.0,2194,2184.985437
406.0,1975,2203.46733
141.0,1626,2220.708198
75.0,1418,2234.231284
302.0,1595,2249.03451
268.0,2069,2268.253687
366.0,2175,2288.532345
126.0,1657,2304.033187
290.0,1832,2321.080385
168.0,1781,2338.739968
66.0,1158,2349.360242
398.0,1985,2367.705519
360.0,1897,2385.180453
425.0,2362,2406.885906
118.0,1620,2421.848647
268.0,1795,2438.451899
366.0,1992,2456.917667
406.0,1965,2475.025233
383.0,3413,2507.231077
397.0,2184,2530.306759
409.0,2687,2555.256747
388.0,2325,2576.84303
359.0,1965,2594.959618
386.0,2521,2618.320617
422.0,2307,2639.5706
379.0,2090,2659.009081
424.0,2413,2681.263744
342.0,2268,2702.151842
