# {"t_start": 1562244067.0859845, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,2.64832
1.0,173,4.329743
0.0,125,5.509424
0.0,125,6.728793
0.0,129,7.969717
1.0,173,9.684403
1.0,153,11.215657
3.0,214,13.447999
2.0,201,15.49607
0.0,129,16.738592
2.0,204,18.759034
0.0,129,20.057323
0.0,127,21.285678
0.0,125,22.481163
1.0,172,24.191504
1.0,173,25.948151
6.0,314,29.262243
2.0,226,31.610146
0.0,127,32.83489
0.0,129,34.052796
3.0,233,36.475215
2.0,222,38.69808
0.0,127,39.950911
5.0,347,43.594966
0.0,129,44.900686
4.0,299,48.062302
0.0,129,49.319358
5.0,348,52.925102
3.0,271,55.590264
3.0,271,58.382623
5.0,329,61.733418
1.0,155,63.258232
0.0,129,64.438851
2.0,200,66.413986
4.0,277,69.171019
0.0,127,70.355964
6.0,401,74.441952
3.0,228,76.761399
0.0,125,77.984428
0.0,129,79.185799
9.0,404,83.255355
1.0,155,84.757961
0.0,129,85.93979
0.0,127,87.119999
0.0,127,88.295946
0.0,125,89.490574
2.0,200,91.421425
0.0,127,92.59087
2.0,209,94.717955
10.0,451,99.384397
1.0,173,101.106699
0.0,129,102.331643
3.0,251,104.879092
0.0,127,106.099175
0.0,127,107.319965
0.0,127,108.506113
2.0,202,110.54798
5.0,350,114.053814
2.0,226,116.283991
2.0,185,118.049486
1.0,175,119.739372
2.0,204,121.718441
2.0,202,123.657596
2.0,202,125.588454
2.0,186,127.366356
5.0,350,130.79918
5.0,349,134.283829
1.0,178,135.986084
9.0,404,139.95203
5.0,350,143.394376
9.0,404,147.464367
5.0,352,150.876994
4.0,299,153.748127
5.0,307,156.765935
6.0,336,160.010807
2.0,202,161.973197
13.0,549,167.360931
7.0,408,171.336046
6.0,362,174.810488
12.0,451,179.151295
7.0,371,182.711526
12.0,533,187.831189
6.0,399,191.622163
7.0,393,195.373402
10.0,448,199.680559
7.0,367,203.231738
11.0,271,205.741333
10.0,562,211.112341
9.0,435,215.251679
12.0,583,220.854294
9.0,496,225.527564
25.0,813,233.2993
24.0,829,241.204115
15.0,565,246.905808
22.0,740,254.044134
14.0,661,260.318738
11.0,406,264.109165
22.0,754,271.248484
23.0,504,276.006999
24.0,787,283.447407
40.0,820,291.220014
27.0,692,297.79822
22.0,532,302.873449
16.0,671,309.227585
29.0,817,316.961521
27.0,855,325.036625
32.0,899,333.538574
33.0,947,342.490738
21.0,707,349.115287
46.0,1358,362.02244
39.0,1134,372.763548
74.0,1421,386.29527
81.0,1744,402.822859
42.0,1054,412.724636
26.0,946,421.649604
31.0,1022,431.21292
46.0,1152,442.035737
34.0,1029,451.713658
23.0,563,456.937672
38.0,1133,467.619615
25.0,844,475.50511
33.0,758,482.559895
17.0,714,489.211766
70.0,1370,502.068805
87.0,1539,516.551681
72.0,1381,529.517787
50.0,936,538.275061
39.0,1128,548.877275
106.0,1573,563.739977
67.0,1427,577.184999
41.0,1132,587.809715
64.0,1385,600.774833
80.0,1412,613.991256
31.0,1020,623.644885
96.0,1944,641.991775
58.0,940,650.760703
36.0,1066,660.959175
36.0,868,669.422979
31.0,901,677.988649
72.0,1151,688.784588
48.0,1198,700.051104
44.0,928,708.833333
31.0,985,718.183025
15.0,473,722.616831
72.0,1304,734.933271
118.0,1686,750.924079
32.0,1089,761.168942
46.0,877,769.356729
35.0,965,778.399713
82.0,1284,790.504061
41.0,1095,800.956568
66.0,1485,814.900288
264.0,1605,829.982191
80.0,1439,843.47817
115.0,1480,857.572187
196.0,1608,872.693727
116.0,1468,886.426389
63.0,1278,898.423628
84.0,1543,913.013876
98.0,1556,929.76054
169.0,1787,946.939074
66.0,1292,958.989231
48.0,875,967.142454
101.0,1407,980.373482
71.0,1161,991.195874
80.0,1203,1002.511777
113.0,1517,1016.690102
136.0,1454,1030.318933
109.0,1282,1042.510568
29.0,856,1050.470051
111.0,1639,1065.842691
39.0,985,1075.026393
195.0,1241,1087.077928
91.0,1178,1098.12276
353.0,1382,1111.058341
157.0,1562,1125.674735
38.0,600,1131.227131
99.0,1641,1146.554164
242.0,1718,1162.754108
340.0,2091,1182.3909
172.0,1496,1196.354679
38.0,855,1204.335446
134.0,1685,1220.093804
99.0,1403,1233.197942
200.0,1846,1250.48512
50.0,1156,1261.300367
181.0,1337,1273.830306
241.0,1359,1286.539433
100.0,1476,1300.355959
173.0,1887,1318.936116
335.0,1805,1335.948721
332.0,1983,1355.986918
83.0,1274,1367.889721
224.0,1976,1387.53614
246.0,1468,1401.525785
273.0,1763,1418.120459
387.0,2120,1438.033918
364.0,1600,1453.063672
165.0,1782,1469.743612
157.0,1522,1483.950722
262.0,1657,1500.154173
107.0,1313,1512.445892
142.0,1960,1530.995482
54.0,969,1539.998752
285.0,1497,1553.985828
375.0,1778,1570.622254
411.0,2557,1594.66766
181.0,1791,1611.411305
336.0,1942,1629.653051
111.0,1225,1641.106094
247.0,1587,1656.15266
235.0,1849,1673.944669
360.0,1801,1690.796924
46.0,1203,1702.161038
217.0,1638,1717.583065
251.0,1710,1733.517266
307.0,1614,1748.565553
328.0,2029,1767.755472
403.0,2013,1786.61065
348.0,1981,1805.111629
22.0,798,1812.588293
2.0,198,1814.5461
27.0,685,1821.017815
319.0,2638,1846.607058
159.0,1798,1863.973427
373.0,1525,1878.443224
337.0,1981,1896.923438
128.0,1322,1909.277492
392.0,2144,1929.276226
364.0,1865,1946.69815
186.0,1626,1961.966691
394.0,2003,1983.316247
64.0,828,1991.785078
424.0,5032,2038.95276
99.0,1376,2051.800078
386.0,2163,2072.118272
308.0,1678,2089.62771
247.0,1950,2108.481263
407.0,2017,2127.543236
284.0,1697,2143.352257
347.0,1928,2161.357033
383.0,2076,2180.679126
269.0,1742,2196.973516
396.0,2727,2224.808902
245.0,1641,2240.210374
416.0,2524,2263.657104
389.0,2021,2282.461802
390.0,1834,2299.571414
370.0,1990,2318.172564
414.0,3815,2354.728952
363.0,2696,2379.628488
371.0,2364,2401.412869
109.0,1606,2416.206905
243.0,1289,2428.135049
409.0,2131,2447.852285
438.0,3459,2479.840446
386.0,2292,2500.928375
363.0,2186,2524.27296
406.0,1850,2541.887607
388.0,2196,2562.229958
213.0,1109,2572.420858
345.0,2223,2592.980115
310.0,1708,2608.775225
356.0,2433,2631.184772
346.0,2187,2651.429405
358.0,1367,2664.184845
280.0,2006,2682.592377
399.0,2366,2704.39573
108.0,1000,2713.546319
67.0,1128,2723.89081
329.0,2173,2743.833095
392.0,2361,2766.974405
396.0,2361,2789.426268
424.0,3122,2818.275267
391.0,2897,2845.284104
433.0,2411,2867.600697
8.0,386,2871.455204
0.0,129,2872.717899
0.0,129,2873.91105
0.0,125,2875.046565
8.0,494,2880.062866
0.0,127,2881.269579
2.0,200,2883.223674
5.0,314,2886.264195
5.0,284,2888.909647
322.0,1456,2902.401493
349.0,1745,2918.538029
412.0,2299,2939.735443
424.0,2589,2963.886112
424.0,2344,2987.359097
371.0,2744,3012.805548
370.0,1940,3030.661492
370.0,2656,3055.324106
112.0,1274,3067.18372
125.0,1663,3082.59293
423.0,2591,3106.45387
413.0,2947,3133.805637
416.0,2272,3154.714701
159.0,1635,3170.038048
262.0,1269,3181.666825
414.0,2512,3204.901747
416.0,2571,3228.561091
384.0,2548,3252.175927
413.0,2616,3276.578357
36.0,784,3283.802279
68.0,989,3292.89824
409.0,5050,3340.721451
425.0,2653,3365.887876
397.0,2269,3387.128955
411.0,2194,3415.934536
327.0,2784,3457.48967
335.0,2206,3477.87233
349.0,1777,3494.163184
154.0,1501,3507.970227
418.0,2736,3533.10083
410.0,2606,3557.162461
382.0,2881,3583.80282
391.0,2019,3602.320817
422.0,2229,3622.892717
377.0,2094,3642.266303
357.0,1997,3660.614742
393.0,2044,3679.660881
423.0,2284,3700.683
379.0,2657,3725.14791
410.0,2513,3748.341405
47.0,1316,3760.353195
388.0,2663,3784.809663
337.0,2088,3807.031834
376.0,2113,3826.393214
213.0,1710,3842.098423
99.0,1531,3858.209525
48.0,966,3868.514973
370.0,1771,3885.905747
57.0,850,3894.166399
386.0,1677,3910.941585
280.0,1643,3926.001652
388.0,2538,3950.621294
376.0,2244,3971.479975
417.0,2426,3995.96987
425.0,2647,4020.951899
395.0,1997,4040.03214
408.0,2022,4058.754232
392.0,1875,4076.069908
406.0,2386,4098.120362
357.0,1726,4114.252954
0.0,129,4115.527414
406.0,1742,4133.578571
420.0,2637,4158.773885
428.0,2372,4180.709915
411.0,2708,4205.840785
397.0,2624,4230.332848
368.0,1984,4250.794129
422.0,2502,4274.041834
230.0,1897,4291.455894
352.0,2153,4311.443293
404.0,2285,4332.761326
390.0,2317,4354.233016
428.0,2664,4379.026284
412.0,2411,4401.758406
375.0,2036,4420.494991
383.0,1827,4437.339035
432.0,3093,4466.057848
474.0,4005,4504.805969
421.0,4229,4544.03536
363.0,2075,4563.142703
407.0,3204,4592.836669
386.0,1929,4610.589942
400.0,2359,4632.493937
11.0,475,4636.807949
403.0,2269,4658.015981
396.0,2471,4680.824115
284.0,1679,4698.338162
421.0,2843,4724.62797
377.0,2025,4743.304222
399.0,2231,4764.311898
421.0,2977,4792.626665
409.0,1910,4810.218318
180.0,1402,4823.223172
427.0,3532,4855.631281
413.0,2064,4874.657687
421.0,2841,4900.929515
26.0,777,4908.130958
376.0,1901,4925.686283
395.0,2113,4945.229209
419.0,2412,4967.349797
435.0,2772,4993.014702
332.0,2384,5015.569475
427.0,3294,5047.236304
353.0,2965,5074.849419
385.0,2484,5097.811741
276.0,1803,5114.457773
409.0,2053,5133.466127
441.0,5805,5187.696183
410.0,3255,5217.696783
375.0,2223,5238.244232
259.0,2176,5258.463496
