# {"t_start": 1562244066.9993382, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
9.0,405,5.695283
2.0,203,7.734338
2.0,224,10.035391
2.0,202,12.080219
0.0,127,13.33947
0.0,127,14.594377
0.0,127,15.836454
3.0,270,18.565259
0.0,129,19.829799
1.0,173,21.594722
2.0,202,23.635568
0.0,127,24.905063
1.0,155,26.407254
1.0,175,28.178438
2.0,185,30.106404
2.0,224,32.397565
3.0,268,35.157183
2.0,185,37.015959
1.0,173,38.704033
1.0,173,40.503034
0.0,127,41.7643
0.0,127,42.95786
1.0,173,44.728226
0.0,129,46.02873
1.0,155,47.588424
1.0,155,49.120513
0.0,129,50.354072
5.0,350,53.957537
2.0,202,55.901703
2.0,202,57.959126
2.0,224,60.123101
1.0,177,61.940314
0.0,129,63.178507
5.0,350,66.709382
0.0,123,67.852055
5.0,345,71.328023
4.0,321,74.563247
1.0,153,76.048181
1.0,176,77.793928
9.0,404,81.881996
3.0,230,84.21098
1.0,153,85.633008
4.0,297,88.583874
0.0,125,89.778054
1.0,173,91.433421
1.0,176,93.120657
0.0,127,94.362945
0.0,127,95.623827
3.0,248,98.062986
1.0,157,99.657876
4.0,296,102.640542
3.0,234,105.014438
2.0,198,106.999576
5.0,372,110.839545
5.0,372,114.583286
2.0,202,116.542302
6.0,396,120.504894
4.0,296,123.415508
13.0,576,129.229205
4.0,300,132.194616
4.0,297,135.103969
0.0,129,136.329626
5.0,312,139.309564
4.0,270,141.977332
5.0,323,145.165395
0.0,129,146.349349
12.0,548,151.805989
2.0,204,153.688809
4.0,279,156.388144
3.0,213,158.42634
3.0,232,160.63341
5.0,309,163.661619
5.0,295,166.46849
4.0,304,169.423169
6.0,306,172.346623
10.0,513,177.372197
10.0,431,181.459574
6.0,361,184.912196
6.0,383,188.569306
4.0,289,191.266902
9.0,486,195.941449
18.0,547,201.258534
10.0,531,206.350821
7.0,426,210.375268
5.0,305,213.253549
6.0,362,216.676287
10.0,545,221.893288
16.0,544,227.021619
15.0,624,232.927698
13.0,618,238.824573
11.0,538,244.087234
1.0,175,245.77047
14.0,389,249.447329
9.0,506,254.329672
26.0,855,262.485987
33.0,1032,272.313804
32.0,842,280.314356
22.0,765,287.561445
31.0,903,296.123239
14.0,549,301.368634
23.0,783,308.829212
18.0,633,314.836972
26.0,818,322.533848
14.0,606,328.210144
34.0,898,336.667936
25.0,628,342.604511
18.0,759,349.724989
15.0,643,355.765401
27.0,813,363.42231
19.0,681,369.788046
13.0,546,374.991641
22.0,785,382.397507
44.0,1170,393.447423
47.0,1127,404.064114
64.0,1360,416.857489
32.0,845,424.809883
34.0,937,433.598037
60.0,1577,448.468361
21.0,598,454.03967
59.0,1383,467.074043
24.0,756,474.113854
90.0,1753,490.672349
70.0,1391,503.725532
77.0,1516,517.959526
53.0,1221,529.394633
45.0,1026,539.016799
92.0,1507,553.275225
57.0,1198,564.526101
91.0,1732,580.933932
51.0,920,589.487401
86.0,1306,601.690019
