# {"t_start": 1562175458.0316029, "env_id": "citycopter-v0"} 
r,l,t
-4.0,14,3.610995
-5.0,10,4.553451
-5.0,10,5.428104
-3.0,24,7.283528
-5.0,7,7.834559
-3.0,22,9.365432
-4.0,13,10.437251
-4.0,17,11.753767
-2.0,29,13.66226
-3.0,26,15.347251
-3.0,25,16.999527
-3.0,26,18.621697
-3.0,26,20.2856
-3.0,25,21.750625
-1.0,37,24.196366
-5.0,7,24.603128
-4.0,17,25.730651
-5.0,9,26.331156
-4.0,17,27.32396
-4.0,17,28.4166
-3.0,20,29.600121
0.0,48,32.497559
2.0,54,35.779988
-2.0,33,37.890617
2.0,50,40.901678
8.0,99,47.037012
0.0,46,49.821507
-3.0,25,51.44434
0.0,45,57.092762
-4.0,17,61.715849
-3.0,23,65.74564
0.0,47,71.860724
2.0,56,78.005719
-3.0,24,80.507167
-3.0,26,83.150316
0.0,46,87.550097
-2.0,33,90.612643
0.0,48,94.529583
-1.0,39,97.536711
2.0,54,101.771607
-2.0,31,104.147287
8.0,94,110.95875
0.0,42,114.078036
10.0,103,121.181458
2.0,55,124.847942
0.0,46,127.779591
2.0,53,131.295078
-4.0,18,132.427008
8.0,96,138.478113
0.0,46,141.263506
0.0,45,144.004658
0.0,45,146.507468
0.0,46,149.235159
10.0,105,155.332032
8.0,96,160.98268
8.0,98,166.636456
20.0,173,176.694773
0.0,43,179.277952
2.0,54,182.270473
42.0,304,199.399576
1.0,50,202.408203
8.0,94,207.993777
15.0,146,216.608664
0.0,43,219.09916
31.0,246,233.556926
2.0,54,236.824826
24.0,200,248.875156
148.0,964,305.234291
29.0,234,318.768241
15.0,145,327.080532
8.0,95,332.90454
54.0,381,355.462761
126.0,834,404.179979
136.0,880,455.615275
93.0,616,492.225788
148.0,965,548.458276
80.0,552,581.115727
0.0,46,583.986633
7.0,93,589.550139
8.0,94,595.402589
64.0,445,621.847728
199.0,1277,697.922224
344.0,2183,825.907677
80.0,552,857.961633
65.0,457,884.840045
546.0,3425,1086.984909
40.0,299,1104.764589
93.0,613,1141.540962
100.0,662,1180.857035
108.0,723,1223.535735
0.0,46,1226.449776
81.0,557,1258.682565
133.0,868,1309.934405
183.0,1174,1379.445
31.0,249,1394.007661
0.0,46,1397.087524
234.0,1493,1485.375955
10.0,102,1491.610222
99.0,664,1530.447992
386.0,2445,1673.015325
91.0,612,1708.303855
33.0,255,1723.345518
65.0,458,1750.282686
73.0,508,1779.962865
286.0,1820,1886.988889
191.0,1230,1958.379607
218.0,1403,2039.427352
306.0,1950,2152.788355
2.0,54,2155.919293
308.0,1959,2269.367376
634.0,3974,2500.923297
