# {"t_start": 1562175457.867921, "env_id": "citycopter-v0"} 
r,l,t
-4.0,16,3.946999
-5.0,11,4.976714
-5.0,6,5.505411
-5.0,10,6.300555
-4.0,16,7.536119
-5.0,6,7.994796
-2.0,30,10.207383
-5.0,8,10.862185
-4.0,14,11.929722
-4.0,15,12.978824
-2.0,29,14.775398
-4.0,16,15.935809
-3.0,26,17.589728
-1.0,37,19.922719
3.0,58,23.440197
-2.0,33,25.596856
0.0,45,28.422192
-2.0,28,30.175063
5.0,72,34.490208
1.0,49,37.502125
-1.0,35,39.787123
-2.0,27,41.382303
0.0,48,44.367857
0.0,42,46.809457
-4.0,16,47.876463
0.0,43,50.519801
0.0,45,53.373863
0.0,43,63.807905
0.0,44,70.161125
0.0,43,75.040377
0.0,46,79.971487
-2.0,30,82.84101
0.0,44,87.016003
13.0,128,97.942517
0.0,47,101.565737
-4.0,16,102.774791
6.0,81,108.727413
0.0,43,111.876803
8.0,96,118.643821
1.0,49,121.992459
5.0,72,126.737402
2.0,54,130.121179
2.0,55,133.925197
41.0,301,151.807331
8.0,94,157.28593
10.0,105,163.443893
0.0,43,165.862952
0.0,47,168.788762
23.0,196,180.193877
21.0,183,190.443771
24.0,200,201.611652
0.0,44,204.3362
24.0,199,216.154823
14.0,138,224.164286
16.0,150,233.03678
37.0,283,250.174817
0.0,46,252.906504
8.0,95,258.203655
74.0,507,287.453369
80.0,553,320.123956
295.0,1879,430.263918
18.0,154,439.332067
51.0,359,460.431373
222.0,1427,544.215205
43.0,310,562.601192
72.0,500,592.295329
16.0,153,601.492434
10.0,106,607.860054
121.0,806,655.500784
8.0,100,661.957869
49.0,353,682.805095
232.0,1474,769.352724
2.0,53,772.194724
231.0,1476,858.967853
0.0,45,861.675531
80.0,549,894.43718
684.0,4280,1147.565303
122.0,814,1195.404352
70.0,485,1224.198889
0.0,46,1227.113309
140.0,914,1280.413539
0.0,47,1283.004214
60.0,415,1307.378304
142.0,924,1362.167548
32.0,258,1377.475933
8.0,97,1383.402217
40.0,300,1401.891148
0.0,46,1404.721028
2.0,54,1407.913088
166.0,1075,1470.502468
35.0,271,1486.953645
70.0,487,1515.433618
264.0,1686,1613.607442
156.0,1016,1673.036309
0.0,46,1676.076973
115.0,763,1719.746651
16.0,148,1728.802839
49.0,353,1749.542456
17.0,154,1758.483171
81.0,556,1790.9016
67.0,462,1818.485556
150.0,976,1875.607507
0.0,45,1878.378892
18.0,157,1887.490549
141.0,922,1940.943611
184.0,1187,2010.2262
24.0,203,2021.692523
2.0,55,2024.827511
436.0,2755,2184.613765
691.0,4328,2435.748596
17.0,154,2444.807703
421.0,2658,2598.747935
