# {"t_start": 1562175457.9157977, "env_id": "citycopter-v0"} 
r,l,t
-5.0,6,3.114931
-5.0,6,3.547688
-5.0,10,4.470768
-5.0,7,5.066321
-5.0,7,5.680213
-5.0,7,6.268284
-5.0,8,6.881017
-5.0,11,7.687709
-5.0,6,8.205662
-3.0,24,9.89456
-5.0,7,10.47018
-3.0,19,11.96804
-3.0,26,13.58514
-3.0,26,15.279912
-3.0,22,16.762383
-3.0,24,18.343363
-3.0,26,19.995017
-3.0,24,21.440241
-4.0,14,22.245693
-2.0,29,24.118887
-4.0,18,25.254796
-4.0,16,26.355406
-2.0,33,28.371232
0.0,45,31.157059
-3.0,26,32.674289
-1.0,38,34.908926
0.0,45,37.802618
-2.0,32,39.869141
0.0,44,42.486845
-4.0,17,43.488424
-1.0,39,45.869274
-4.0,17,46.92467
-2.0,33,48.951202
0.0,46,51.849475
-4.0,17,52.935291
5.0,76,67.926606
-2.0,29,71.43976
2.0,54,77.418909
-1.0,34,80.935306
-3.0,25,83.450415
0.0,44,87.627086
-2.0,31,90.538819
-4.0,16,91.856488
0.0,46,95.617075
8.0,95,102.99088
-1.0,41,106.039406
0.0,47,109.404155
-3.0,26,111.27641
-2.0,31,113.507248
2.0,53,117.229537
-2.0,33,119.462062
18.0,158,129.877489
0.0,43,132.819046
0.0,43,135.616753
2.0,56,139.038825
0.0,46,141.892722
4.0,69,145.830711
-2.0,29,147.531236
10.0,104,153.538842
18.0,155,162.692955
0.0,46,165.234799
0.0,43,167.877175
24.0,201,179.552557
8.0,96,184.972374
22.0,191,195.66791
80.0,554,228.116161
8.0,98,233.997896
15.0,145,242.732714
5.0,75,247.236661
16.0,149,256.041759
0.0,48,258.704717
0.0,43,261.187201
33.0,256,275.892111
6.0,82,280.63948
36.0,277,297.162214
93.0,620,333.574868
147.0,959,389.447279
59.0,407,413.505166
263.0,1681,512.030591
181.0,1169,580.959524
15.0,146,589.845163
8.0,95,595.757737
10.0,104,601.793854
0.0,44,604.423999
15.0,146,613.074186
1.0,49,616.085117
150.0,972,674.03903
21.0,179,684.568583
287.0,1828,791.792741
81.0,562,824.964426
122.0,813,872.578384
100.0,668,912.211362
608.0,3819,1137.897089
16.0,152,1147.217663
139.0,905,1200.560399
58.0,406,1224.663397
0.0,45,1227.514001
107.0,717,1268.995283
108.0,718,1311.582454
170.0,1109,1376.902027
50.0,360,1398.832053
197.0,1267,1473.233864
24.0,203,1485.575033
75.0,516,1516.019996
67.0,462,1542.653886
159.0,1032,1602.712212
189.0,1218,1674.320055
107.0,717,1715.293265
158.0,1026,1775.813891
41.0,301,1793.491141
134.0,870,1844.94643
10.0,104,1850.873372
72.0,503,1880.429674
281.0,1786,1984.114691
10.0,105,1990.455864
33.0,255,2005.379668
595.0,3732,2221.294739
221.0,1422,2304.146334
150.0,975,2360.128003
75.0,515,2390.248627
99.0,658,2428.679513
75.0,518,2458.860299
59.0,408,2482.945297
52.0,362,2504.119831
