# {"t_start": 1562175457.923084, "env_id": "citycopter-v0"} 
r,l,t
-3.0,22,4.469524
-5.0,5,4.909371
-4.0,13,6.042342
-2.0,29,8.284569
-4.0,18,9.444044
-4.0,12,10.457057
-5.0,11,11.397125
-5.0,10,12.078565
-1.0,36,14.381836
-2.0,28,16.271705
-4.0,17,17.333091
-3.0,26,19.007721
2.0,51,22.114874
-4.0,16,23.156722
-4.0,16,24.210094
-3.0,22,25.6092
-4.0,17,26.712096
1.0,49,29.707514
-3.0,26,31.343498
-3.0,25,32.810322
-3.0,25,34.323492
-4.0,16,35.272574
-3.0,22,36.662493
-4.0,17,37.718051
-3.0,23,39.244329
-1.0,38,41.537513
0.0,43,44.141629
7.0,87,49.47431
0.0,46,52.384157
1.0,49,61.859989
-1.0,39,68.319932
-2.0,31,71.958801
1.0,49,77.412547
-1.0,41,81.641896
-1.0,37,85.192151
-1.0,40,89.001668
-4.0,13,90.219752
10.0,108,98.954352
0.0,44,102.353653
0.0,44,105.635573
0.0,43,108.759491
-4.0,17,110.014174
-2.0,29,112.099124
-3.0,23,113.749527
8.0,96,120.340708
2.0,53,123.963403
6.0,82,129.208723
-1.0,37,131.764423
0.0,46,134.877325
0.0,48,137.783654
0.0,44,140.448155
21.0,183,151.143731
0.0,45,153.741714
0.0,43,156.219232
0.0,45,158.876545
1.0,50,161.845856
8.0,99,167.598793
10.0,102,173.64782
15.0,146,181.885969
8.0,100,187.619911
49.0,352,207.810386
1.0,49,210.781842
8.0,96,216.401925
2.0,52,219.436748
15.0,145,227.8479
0.0,43,230.301652
101.0,667,269.759209
163.0,1065,332.084996
34.0,264,347.928275
82.0,565,380.593985
254.0,1627,476.504989
2.0,52,479.654265
200.0,1282,554.392588
90.0,605,590.506273
170.0,1107,656.306105
2.0,54,659.721352
8.0,95,665.596489
322.0,2038,785.397287
303.0,1933,899.196392
345.0,2188,1027.132743
134.0,872,1079.225423
114.0,758,1124.686013
42.0,307,1143.237897
220.0,1418,1227.148095
2.0,52,1230.253533
163.0,1060,1291.838741
50.0,354,1313.223639
41.0,301,1331.235497
164.0,1070,1393.879346
0.0,47,1397.029379
644.0,4029,1633.035881
439.0,2770,1795.292867
18.0,160,1804.649113
164.0,1068,1867.68938
33.0,256,1882.803617
0.0,46,1885.413477
417.0,2629,2037.636871
367.0,2317,2172.315238
617.0,3878,2397.294008
56.0,396,2420.478296
75.0,511,2450.149837
79.0,546,2482.150299
