# {"t_start": 1562175457.9866736, "env_id": "citycopter-v0"} 
r,l,t
-4.0,15,3.753261
-5.0,8,4.51376
-5.0,8,5.222842
-4.0,13,6.301934
-3.0,20,7.805372
-4.0,12,8.70972
-5.0,11,9.403146
-3.0,21,11.16547
1.0,49,14.414856
-4.0,16,15.515181
-1.0,35,17.785787
-3.0,23,19.20935
-3.0,26,20.820369
0.0,46,23.661145
-3.0,23,25.122243
-2.0,27,26.922903
-1.0,37,29.200715
-3.0,19,30.431684
2.0,52,33.532599
0.0,48,36.426347
0.0,43,39.186167
-1.0,34,41.174026
0.0,46,43.981576
0.0,43,46.549893
0.0,42,49.237482
2.0,51,52.438691
0.0,47,61.790778
1.0,50,69.622065
-1.0,37,74.014353
4.0,68,81.075742
0.0,46,85.601714
0.0,43,89.560685
8.0,99,97.733184
0.0,43,101.074517
-2.0,33,103.575689
2.0,55,107.592475
2.0,53,111.482956
0.0,48,114.906443
6.0,84,120.69082
5.0,74,125.658164
3.0,62,129.522788
8.0,96,135.967884
8.0,94,141.642294
8.0,94,147.081716
0.0,43,149.638117
7.0,88,154.710805
0.0,43,157.252361
15.0,145,165.622218
24.0,199,177.248342
0.0,45,179.979221
64.0,448,205.383555
8.0,97,211.268898
10.0,107,217.520304
0.0,48,220.397647
24.0,201,232.064477
0.0,44,234.771246
0.0,46,237.587897
17.0,152,246.660035
99.0,658,284.729564
8.0,99,290.422919
3.0,61,294.202103
121.0,805,341.785312
57.0,402,365.458221
248.0,1589,458.14948
65.0,456,485.496917
164.0,1068,547.733265
116.0,772,593.724696
16.0,147,602.504487
147.0,959,659.581104
93.0,617,696.41733
436.0,2752,857.372032
-3.0,21,858.895778
777.0,4852,1146.090109
0.0,47,1149.21812
59.0,407,1172.399354
6.0,81,1177.262736
107.0,714,1219.749108
8.0,96,1225.577542
10.0,106,1231.935785
33.0,255,1246.689878
172.0,1116,1312.41847
0.0,45,1315.27833
224.0,1430,1400.053849
227.0,1448,1485.245823
346.0,2192,1613.17733
157.0,1023,1673.211526
116.0,767,1717.213038
72.0,502,1747.337499
109.0,718,1789.006568
246.0,1578,1882.084246
90.0,605,1917.140135
453.0,2852,2082.03354
57.0,402,2105.836087
140.0,915,2158.868193
431.0,2719,2316.820209
478.0,3011,2492.098937
