# {"t_start": 1562175457.9951606, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,2.890546
-4.0,15,4.234838
-5.0,10,5.090983
-5.0,6,5.629951
-5.0,6,6.09877
-5.0,5,6.523607
-4.0,12,7.420589
-5.0,10,8.215879
-3.0,26,10.083086
-4.0,13,11.151082
-5.0,6,11.593514
-4.0,16,12.723151
-4.0,16,13.695624
-3.0,26,15.387194
-4.0,16,16.477085
-2.0,27,18.192458
-3.0,23,19.669027
-1.0,39,21.986819
-4.0,16,23.010398
-3.0,26,24.712169
0.0,44,27.483335
-3.0,23,28.921895
-3.0,23,30.428929
-3.0,22,31.710603
8.0,96,37.52199
-2.0,32,39.599978
-1.0,37,41.888683
-2.0,30,43.636127
-3.0,26,45.177337
-2.0,31,47.153282
0.0,45,49.853753
4.0,64,54.91397
-2.0,33,63.937345
0.0,43,70.063037
-2.0,28,73.339812
-3.0,26,76.164138
-3.0,26,78.735584
0.0,42,83.011096
4.0,69,89.538195
-1.0,38,92.932046
1.0,50,96.83509
-2.0,29,99.207621
8.0,94,106.231254
1.0,49,109.741485
-2.0,33,112.199828
0.0,44,115.32526
3.0,61,119.486656
4.0,70,124.216375
0.0,46,127.207156
2.0,55,130.765579
-2.0,30,132.853221
3.0,59,136.645046
40.0,297,154.069793
1.0,49,156.920501
0.0,46,159.645776
11.0,113,166.196451
2.0,54,169.520405
0.0,46,172.116361
31.0,245,186.186819
0.0,44,188.58242
18.0,157,197.421348
6.0,83,202.196519
2.0,54,205.387353
49.0,349,225.871488
23.0,198,237.872289
24.0,205,250.221989
23.0,198,261.58818
73.0,504,290.588032
23.0,197,302.612998
37.0,284,319.109974
262.0,1681,417.828676
2.0,53,420.947183
67.0,465,447.979824
154.0,1005,506.976252
31.0,249,521.239156
189.0,1218,593.815298
17.0,151,602.784939
23.0,197,614.481032
288.0,1836,723.346606
106.0,708,764.873102
65.0,456,791.519968
155.0,1008,850.34154
13.0,124,857.834277
673.0,4225,1107.375375
88.0,586,1142.72102
2.0,54,1145.95354
1.0,49,1149.210253
97.0,649,1187.074594
60.0,415,1211.452819
24.0,203,1223.578812
0.0,47,1226.583002
115.0,770,1271.275775
315.0,1993,1388.987623
8.0,96,1394.925722
0.0,47,1397.987526
49.0,351,1419.564444
175.0,1136,1485.912035
334.0,2120,1609.440642
171.0,1114,1675.034803
374.0,2363,1813.187128
24.0,203,1825.122776
83.0,565,1858.292824
8.0,98,1864.020112
250.0,1595,1956.629184
101.0,669,1995.753988
424.0,2671,2150.206125
48.0,340,2170.030356
8.0,94,2175.671299
15.0,143,2183.82367
277.0,1762,2286.038944
395.0,2498,2431.269529
141.0,918,2485.002456
