# {"t_start": 1562269505.1080396, "env_id": "Breakout-ramNoFrameskip-v4"} 
r,l,t
2.0,219,2.897614
0.0,142,3.79703
1.0,173,4.912971
0.0,137,5.794976
0.0,133,6.641402
3.0,251,8.217971
1.0,171,9.289119
0.0,150,10.230366
1.0,190,11.427065
0.0,156,12.39494
2.0,211,13.702328
0.0,160,14.713888
0.0,141,15.666468
2.0,227,17.082955
0.0,145,17.980122
0.0,132,18.811631
1.0,183,19.928246
2.0,220,21.28515
2.0,210,22.568935
10.0,431,25.224977
3.0,245,26.767131
1.0,175,27.833814
6.0,382,30.213854
0.0,156,31.184118
1.0,186,32.314569
4.0,308,34.217122
4.0,288,35.985461
0.0,171,37.05854
3.0,240,38.504357
6.0,406,40.98681
3.0,240,42.446595
0.0,148,43.321339
4.0,314,45.240724
2.0,204,46.49475
1.0,185,47.607197
2.0,233,49.034124
2.0,205,50.294605
1.0,170,51.350582
2.0,195,52.574527
5.0,329,54.602584
2.0,185,55.79812
5.0,304,57.647163
12.0,498,60.666245
4.0,271,62.295506
7.0,351,64.41853
1.0,181,65.505543
5.0,339,67.556613
3.0,263,69.116359
2.0,186,70.24683
3.0,261,71.801442
3.0,243,73.268794
4.0,284,74.993514
1.0,156,75.935869
9.0,329,77.922681
4.0,281,79.587082
10.0,474,82.409313
10.0,448,85.087743
7.0,379,87.337735
2.0,233,88.743799
5.0,345,90.791281
11.0,434,93.392564
6.0,319,95.278235
12.0,529,98.359866
12.0,459,101.074415
11.0,562,104.361484
9.0,353,106.460389
10.0,514,109.535323
3.0,234,110.893062
11.0,502,113.840315
6.0,338,115.860538
5.0,335,117.85322
11.0,516,120.886467
4.0,279,122.541929
5.0,320,124.42782
9.0,356,126.512798
11.0,426,129.060372
8.0,430,131.597122
5.0,314,133.526081
5.0,332,135.51384
10.0,364,137.706093
0.0,127,138.495057
8.0,363,140.617544
7.0,449,143.236646
7.0,381,145.459574
6.0,381,147.726278
6.0,367,149.873918
9.0,328,151.840594
3.0,251,153.324241
6.0,379,155.555772
7.0,460,158.292367
6.0,341,160.314113
13.0,486,163.188921
11.0,549,166.396325
19.0,684,170.421005
9.0,328,172.358242
14.0,654,176.228707
14.0,562,179.543311
9.0,501,182.519681
9.0,452,185.148056
7.0,390,187.438541
15.0,423,189.933218
5.0,331,191.882789
9.0,324,193.748019
3.0,233,195.154062
13.0,639,198.891761
8.0,429,201.384241
7.0,375,203.597782
6.0,307,205.385264
12.0,300,207.143205
15.0,655,210.961461
16.0,322,212.859275
7.0,400,215.217862
7.0,324,217.131549
6.0,357,219.223002
12.0,518,222.267445
10.0,526,225.329744
25.0,565,228.643864
10.0,456,231.323177
8.0,425,233.802146
13.0,558,237.055545
10.0,453,239.701514
8.0,392,241.970786
9.0,478,244.775209
14.0,497,247.653724
7.0,387,249.946251
8.0,303,251.71945
11.0,599,255.208461
12.0,429,257.761482
15.0,644,261.55858
9.0,499,264.456505
12.0,536,267.594992
11.0,489,270.498606
15.0,580,273.898119
16.0,709,278.025906
21.0,584,281.460201
18.0,517,284.547858
18.0,721,288.726465
4.0,301,290.473148
8.0,299,292.212817
7.0,418,294.661928
12.0,536,297.814419
7.0,415,300.230046
8.0,450,302.876256
24.0,788,307.470256
22.0,703,311.574627
22.0,701,315.726731
3.0,218,316.97484
13.0,578,320.451556
13.0,596,323.940451
18.0,760,328.401147
8.0,281,330.029583
19.0,739,334.368971
3.0,251,335.857367
6.0,376,338.035673
13.0,532,341.152718
10.0,483,343.98565
13.0,548,347.18825
8.0,419,349.640922
17.0,758,354.05561
19.0,730,358.354007
14.0,564,361.616393
15.0,693,365.623172
15.0,455,368.29665
6.0,382,370.51293
28.0,905,376.578056
14.0,371,378.789354
6.0,359,380.903205
17.0,791,385.537815
23.0,808,390.235793
13.0,620,393.896334
9.0,435,396.429302
8.0,401,398.78318
2.0,202,399.927264
19.0,716,404.105561
29.0,823,408.894519
18.0,675,412.793841
8.0,374,414.971018
14.0,500,417.878054
16.0,687,421.849773
4.0,284,423.550675
15.0,527,426.566601
25.0,679,430.518364
15.0,600,433.995289
7.0,403,436.357325
6.0,415,438.774337
4.0,272,440.372916
11.0,526,443.450834
19.0,596,446.91851
6.0,351,448.959381
17.0,661,452.837844
11.0,438,455.402447
11.0,394,457.666368
14.0,514,460.667659
9.0,428,463.133575
11.0,409,465.492257
5.0,293,467.210794
2.0,183,468.266086
12.0,546,471.436913
17.0,469,474.175866
10.0,548,477.364892
16.0,593,480.846555
16.0,702,484.938131
3.0,226,486.232929
25.0,799,490.935437
12.0,321,492.841854
11.0,533,495.939955
2.0,207,497.134368
21.0,683,501.065293
17.0,573,504.42366
23.0,627,508.077039
21.0,722,512.266824
25.0,683,516.203296
24.0,883,521.319539
9.0,395,523.666604
21.0,609,527.152107
12.0,563,530.445616
22.0,824,535.211742
16.0,660,539.029793
26.0,848,544.33253
19.0,659,548.128226
15.0,534,551.219129
23.0,665,555.071643
22.0,860,560.067604
24.0,760,564.484044
27.0,923,569.811301
21.0,681,573.786034
14.0,523,576.794432
12.0,554,579.987402
23.0,719,584.162407
22.0,628,587.80986
6.0,366,589.921546
19.0,479,592.712
22.0,706,596.827296
8.0,443,599.410011
12.0,578,602.726073
28.0,950,608.246193
20.0,745,612.534583
16.0,578,615.972722
24.0,750,620.309831
13.0,609,623.855325
9.0,445,626.415959
14.0,524,629.45753
30.0,902,634.659203
20.0,574,637.94119
15.0,552,641.159878
29.0,951,646.655482
21.0,540,649.831727
18.0,659,653.625264
22.0,693,657.951692
21.0,827,662.765365
34.0,908,668.025315
29.0,901,673.238305
13.0,478,676.006615
11.0,493,678.843975
17.0,711,682.953928
9.0,464,685.807757
25.0,812,690.487136
11.0,515,693.476678
8.0,514,696.493196
14.0,495,699.3726
21.0,626,703.059212
15.0,690,707.044807
19.0,767,711.496202
19.0,672,715.368827
10.0,511,718.359064
22.0,685,722.308467
26.0,853,727.254424
14.0,371,729.439074
22.0,819,734.180844
10.0,522,737.192816
19.0,552,740.413762
22.0,775,744.920712
18.0,741,749.229948
17.0,485,752.01659
16.0,632,755.696094
12.0,436,758.22003
14.0,662,762.029792
33.0,940,767.486238
31.0,849,772.394759
19.0,572,775.696663
29.0,875,780.744457
24.0,700,784.772024
11.0,421,787.219046
30.0,1094,793.518377
26.0,953,799.008363
9.0,407,801.358214
22.0,809,806.037352
16.0,714,810.149665
27.0,857,815.091011
26.0,734,819.335265
9.0,337,821.281971
16.0,698,825.307378
27.0,940,830.734422
46.0,822,835.490133
22.0,643,839.168995
23.0,750,843.512632
18.0,621,847.11913
14.0,545,850.205835
25.0,837,855.058849
30.0,858,860.031619
25.0,531,863.098186
16.0,671,866.938501
27.0,837,871.798524
20.0,740,876.058155
38.0,1107,882.494412
42.0,1178,889.258397
32.0,940,894.649717
12.0,541,897.785179
31.0,868,902.821638
29.0,979,908.467598
29.0,1064,914.595029
23.0,886,919.762157
22.0,827,924.480949
22.0,641,928.227901
19.0,773,932.682507
10.0,366,934.80379
24.0,625,938.386208
33.0,963,943.950396
25.0,918,949.272882
14.0,581,952.597476
28.0,774,957.098804
23.0,819,961.826494
17.0,594,965.271284
19.0,766,969.675824
12.0,607,973.161322
10.0,473,976.062664
46.0,1220,983.13848
21.0,646,986.852666
21.0,781,991.364302
10.0,337,993.314151
30.0,822,998.038916
17.0,489,1000.885806
27.0,715,1005.016326
30.0,966,1010.616288
26.0,848,1015.517204
39.0,1211,1022.483839
17.0,738,1026.724057
28.0,763,1031.126274
25.0,674,1035.040049
9.0,317,1036.873002
26.0,850,1041.782124
23.0,825,1046.525947
30.0,892,1051.64905
45.0,1217,1058.673992
22.0,690,1062.621911
23.0,718,1066.783028
31.0,1020,1072.660691
20.0,602,1076.127705
33.0,1060,1082.216233
29.0,936,1087.613258
18.0,820,1092.314316
19.0,803,1096.927611
25.0,662,1100.748092
21.0,697,1104.759764
33.0,934,1110.122791
16.0,540,1113.226026
24.0,691,1117.233545
25.0,837,1122.08606
39.0,751,1126.466155
28.0,804,1131.083309
40.0,1143,1137.617701
29.0,829,1142.373312
