# {"t_start": 1561915482.9145172, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,2.356774
-5.0,9,3.020837
-5.0,7,3.557907
-5.0,9,4.163167
-5.0,6,4.618263
-5.0,5,4.986321
-5.0,11,5.717667
-5.0,9,6.307436
-5.0,5,6.649569
-5.0,11,7.432945
0.0,48,10.395268
-5.0,5,10.711689
-5.0,9,11.277175
-3.0,23,13.152385
-3.0,26,15.52367
-5.0,4,15.912664
-2.0,31,18.359434
-5.0,4,18.716077
-3.0,26,20.619241
-5.0,6,21.138881
-1.0,38,23.766693
-4.0,17,24.917072
-4.0,18,26.114979
-4.0,14,27.02574
-3.0,22,28.391169
-3.0,26,30.01276
-4.0,12,30.764337
-3.0,23,32.091288
-2.0,28,33.72436
-3.0,24,35.124011
-2.0,32,36.924479
-3.0,22,38.266178
-4.0,13,39.015268
-1.0,37,41.184735
-3.0,20,42.350971
-3.0,22,43.583059
-2.0,29,45.277054
1.0,49,47.904081
-2.0,33,49.672979
-2.0,28,51.236223
2.0,50,54.026626
-1.0,38,56.025102
0.0,43,58.27524
4.0,70,61.956735
-2.0,31,63.66295
0.0,43,66.07171
0.0,45,68.487477
0.0,47,70.995075
-3.0,23,72.164294
-1.0,37,74.012522
2.0,53,76.795966
0.0,46,79.177299
-1.0,41,81.335123
2.0,53,84.036435
8.0,94,88.965139
1.0,50,91.555707
2.0,53,94.274348
0.0,47,96.834247
8.0,96,101.861902
-3.0,23,103.124728
0.0,48,105.537255
0.0,43,107.666812
2.0,55,110.470118
0.0,45,112.682071
28.0,223,126.758142
33.0,259,147.025873
0.0,44,150.572366
70.0,485,187.49154
2.0,53,191.698921
8.0,101,199.566715
31.0,248,218.703331
2.0,51,222.448332
80.0,550,262.06681
81.0,556,304.169157
2.0,55,307.395905
109.0,722,361.33569
15.0,145,371.135432
107.0,715,424.532407
98.0,656,472.821821
