# {"t_start": 1561915482.893557, "env_id": "citycopter-v0"} 
r,l,t
-5.0,7,2.540492
-5.0,6,2.946914
-5.0,7,3.506655
-5.0,9,4.110619
-5.0,6,4.550297
-4.0,12,5.401479
-5.0,6,5.813092
-5.0,9,6.401456
-5.0,11,7.143343
-5.0,9,7.73582
-4.0,16,8.821191
-3.0,21,10.016101
-5.0,5,10.345021
-5.0,8,10.865069
-1.0,37,13.808123
-3.0,23,15.931568
-5.0,5,16.32497
-5.0,7,16.88906
-5.0,5,17.31267
-4.0,14,18.372967
-5.0,7,18.995662
-5.0,7,19.499829
-2.0,29,21.67438
0.0,45,24.723362
-4.0,13,25.62359
-3.0,22,27.029488
-1.0,34,29.091066
-4.0,16,30.182675
-4.0,18,31.26268
-2.0,29,32.986221
-3.0,23,34.327173
-3.0,26,35.748674
-1.0,35,37.791104
-5.0,11,38.491791
-2.0,32,40.343637
-3.0,22,41.629491
-3.0,24,42.998505
-4.0,16,43.931485
-4.0,16,44.816822
-1.0,34,46.684372
-3.0,23,47.927949
-2.0,31,49.569618
-2.0,29,51.175658
-2.0,32,52.978835
-1.0,40,55.173287
-1.0,39,57.249015
2.0,56,60.158067
0.0,48,62.717262
-2.0,32,64.498615
0.0,45,66.824664
-1.0,39,69.028233
-1.0,35,70.924176
0.0,48,73.316982
6.0,81,77.569168
-1.0,38,79.490552
0.0,45,81.84356
0.0,43,84.069047
7.0,91,88.830893
2.0,51,91.448838
8.0,101,96.77722
0.0,46,99.250152
16.0,147,106.813593
0.0,45,109.064205
18.0,154,117.017916
0.0,47,119.724307
60.0,415,151.978565
1.0,50,155.868027
2.0,53,159.870348
24.0,199,174.952192
79.0,547,217.183104
115.0,770,273.248801
51.0,358,300.460507
3.0,57,304.781326
34.0,260,322.800356
18.0,157,334.619045
10.0,107,342.4932
116.0,766,398.787224
2.0,53,402.949473
81.0,557,444.3985
