# {"t_start": 1561915482.6985316, "env_id": "citycopter-v0"} 
r,l,t
-5.0,7,2.747695
-5.0,7,3.224906
-4.0,12,4.113365
-5.0,5,4.455117
-5.0,5,4.823821
-5.0,11,5.598451
-5.0,6,6.012855
-3.0,19,7.254256
-5.0,10,7.926814
-5.0,6,8.307385
-5.0,8,8.855158
-5.0,7,9.312055
-3.0,23,10.695205
-5.0,11,11.373977
-5.0,5,11.687777
-5.0,4,11.974856
-3.0,20,13.739234
-5.0,9,14.554426
-5.0,5,15.073556
-5.0,8,15.734082
-2.0,29,18.14622
-5.0,5,18.486999
-5.0,9,19.293827
-4.0,17,20.51256
-5.0,4,20.741258
-3.0,19,22.272434
-2.0,32,24.395632
-3.0,26,26.129224
-3.0,26,27.792482
-3.0,26,29.396258
-1.0,35,31.572839
-3.0,25,33.066324
-3.0,20,34.163001
-1.0,37,36.314878
-5.0,7,36.694454
-3.0,25,38.200385
-3.0,24,39.579872
-3.0,25,41.056645
-4.0,16,41.968276
-3.0,23,43.306406
-3.0,23,44.64572
-3.0,26,46.067183
-2.0,29,47.651701
-1.0,40,49.762912
-4.0,17,50.706131
-2.0,27,52.221473
-2.0,31,53.955434
-3.0,23,55.203226
-1.0,35,57.030893
-2.0,27,58.428838
-3.0,25,59.796718
0.0,48,62.286983
-1.0,36,64.305223
3.0,59,67.410486
-3.0,24,68.797163
0.0,42,71.039848
2.0,55,73.807838
-3.0,23,75.007912
2.0,55,77.975579
-1.0,37,79.812983
8.0,98,84.899514
10.0,104,90.323684
8.0,96,95.299269
-3.0,23,96.458441
-4.0,17,97.491813
26.0,212,108.385249
28.0,226,120.517134
0.0,46,124.025707
2.0,53,127.864077
32.0,252,147.6094
0.0,44,151.202976
36.0,274,172.185273
8.0,95,179.199416
0.0,45,182.738611
8.0,95,189.924721
8.0,95,197.502032
10.0,103,205.196766
32.0,254,224.806589
80.0,549,264.267851
25.0,203,279.653653
32.0,256,299.135016
2.0,53,303.113772
8.0,97,308.992314
117.0,771,367.64271
10.0,108,373.807356
16.0,151,385.25127
171.0,1113,468.327986
32.0,255,481.679407
