# {"t_start": 1561915482.812803, "env_id": "citycopter-v0"} 
r,l,t
-5.0,9,2.737082
-5.0,9,3.455978
-5.0,8,4.008148
-5.0,9,4.623923
-5.0,7,5.165595
-5.0,9,5.745313
-5.0,7,6.240212
-5.0,7,6.67831
-5.0,7,7.14417
-4.0,12,7.927845
-5.0,6,8.33247
-4.0,17,9.406598
-3.0,19,10.577681
-3.0,24,12.194562
-3.0,19,13.87866
-5.0,7,14.579922
-3.0,25,16.729773
-5.0,9,17.490306
-5.0,7,18.012949
-5.0,6,18.472743
-5.0,6,18.988493
-4.0,14,20.054235
-3.0,23,21.762651
-1.0,38,24.380107
-4.0,12,25.166014
2.0,53,28.574048
-3.0,24,30.059912
-2.0,29,31.760292
-4.0,16,32.744011
-3.0,24,34.144652
-1.0,35,36.110961
-4.0,18,37.167147
-1.0,38,39.406231
-1.0,34,41.418581
-3.0,22,42.67674
0.0,45,45.247201
-2.0,33,47.054673
-1.0,35,48.92905
-3.0,21,50.049996
-3.0,26,51.498924
-2.0,28,53.051057
-2.0,28,54.628662
-3.0,24,55.839726
2.0,53,58.687441
2.0,55,61.55383
-1.0,37,63.542819
-2.0,31,65.28215
-1.0,40,67.372099
-4.0,17,68.344469
-3.0,21,69.446358
3.0,62,72.684277
2.0,52,75.399962
0.0,45,77.769135
4.0,68,81.249193
-1.0,38,83.221852
8.0,95,88.16587
0.0,46,90.542717
-2.0,31,92.200547
2.0,55,94.979396
10.0,102,100.515155
0.0,47,102.941777
2.0,53,105.612631
2.0,56,108.445462
8.0,95,113.176909
-4.0,17,114.067873
26.0,209,127.67511
18.0,154,139.592301
-2.0,31,142.07673
16.0,152,154.234153
1.0,49,158.011922
4.0,68,163.050275
2.0,56,167.265676
10.0,105,175.324862
2.0,51,179.137264
0.0,45,182.618563
10.0,105,190.643893
13.0,128,200.602517
2.0,53,204.5328
81.0,562,245.517052
33.0,256,264.797065
231.0,1473,373.065713
67.0,462,407.817768
52.0,361,434.67973
33.0,254,453.663186
