# {"t_start": 1562175104.0520616, "env_id": "Catcher-v0"} 
r,l,t
-5.0,68,5.106322
-2.0,171,12.597197
-6.0,44,14.405163
-6.0,33,15.788251
-3.0,142,21.563941
-1.0,187,29.181699
-3.0,143,35.059481
-3.0,138,40.693134
3.0,351,55.434662
-2.0,185,63.221089
12.0,625,90.247894
28.0,1143,139.945072
-4.0,106,144.687344
19.0,879,179.991106
7.0,496,199.737406
25.0,1055,241.536061
48.0,1656,306.988984
-3.0,133,312.208525
146.0,3866,465.736285
70.0,2290,560.217637
-6.0,41,562.107921
74.0,2394,658.883529
100.0,2882,779.144851
47.0,1690,846.825455
1.0,259,856.928903
98.0,2839,973.152153
40.0,1508,1033.210284
136.0,3617,1177.766514
117.0,3252,1307.880796
110.0,3123,1431.835976
103.0,3056,1553.844318
-4.0,116,1558.303447
90.0,2659,1663.997197
