# {"t_start": 1562175104.154955, "env_id": "Catcher-v0"} 
r,l,t
-6.0,33,3.616449
-5.0,64,6.507093
-6.0,44,8.316107
-5.0,70,11.34604
-6.0,33,12.72341
-6.0,39,14.302532
-1.0,204,22.676628
-3.0,129,27.920807
-6.0,42,29.624097
-4.0,113,34.30234
6.0,451,53.10088
-3.0,133,58.541686
-6.0,42,60.282323
1.0,248,70.960297
-5.0,74,74.222867
-5.0,68,77.048267
5.0,393,94.001206
9.0,558,116.399086
-4.0,116,120.88527
35.0,1344,179.170326
88.0,2725,287.249648
9.0,555,309.066774
85.0,2623,412.793701
33.0,1273,463.687831
65.0,2145,552.106467
84.0,2651,659.741919
97.0,2857,779.007049
102.0,2952,899.0956
53.0,1844,973.330683
109.0,3140,1097.92848
4.0,367,1113.268576
3.0,338,1126.796135
67.0,2189,1213.693929
16.0,735,1243.122804
144.0,3790,1395.017583
26.0,1070,1437.413288
30.0,1203,1484.885426
26.0,1060,1527.404897
152.0,3947,1684.603661
