# {"t_start": 1562175104.0760653, "env_id": "Catcher-v0"} 
r,l,t
-2.0,176,9.905602
-6.0,46,11.890971
-6.0,33,13.223397
-6.0,35,14.669764
-6.0,44,16.476396
-6.0,35,17.945319
-6.0,37,19.463334
-6.0,37,20.93726
-6.0,44,22.761548
-6.0,39,24.331854
-5.0,72,27.253876
-4.0,115,31.928504
-6.0,46,33.871716
-5.0,70,36.754717
-6.0,44,38.567653
-5.0,78,41.78324
0.0,236,51.760401
-6.0,33,53.047914
-4.0,114,57.775673
3.0,328,71.851348
-3.0,138,77.670827
3.0,317,91.44061
-6.0,41,93.122621
-5.0,69,95.975206
-5.0,71,98.744311
10.0,577,121.807789
1.0,264,135.629871
19.0,843,170.821323
2.0,299,182.704779
26.0,1050,223.80598
28.0,1137,269.236686
63.0,2079,351.562188
93.0,2790,462.269247
-5.0,74,465.21786
-4.0,96,469.230687
70.0,2260,562.761833
77.0,2410,660.138708
11.0,566,683.571635
96.0,2868,802.473169
14.0,667,828.880342
8.0,478,848.307487
-5.0,62,850.730548
114.0,3188,980.426529
162.0,4092,1143.802592
26.0,1044,1185.802506
75.0,2373,1280.536934
50.0,1703,1348.439297
35.0,1320,1401.282866
118.0,3284,1531.752657
-6.0,46,1533.533875
186.0,4499,1712.899549
