# {"t_start": 1562175104.0345142, "env_id": "Catcher-v0"} 
r,l,t
-6.0,44,4.185807
-6.0,33,5.579659
-5.0,81,9.173874
-6.0,41,10.903773
-5.0,74,14.04121
-6.0,44,15.853737
-6.0,41,17.540542
-4.0,113,22.118689
-4.0,103,26.295144
-6.0,37,27.817796
-4.0,123,32.859763
-6.0,35,34.313994
1.0,254,44.943451
-1.0,197,53.088376
-5.0,79,56.33893
-2.0,160,63.11866
-2.0,164,70.03728
6.0,437,88.975893
-3.0,145,95.088829
1.0,280,105.953133
30.0,1174,158.158354
78.0,2476,256.239045
152.0,3892,409.901149
38.0,1419,466.876201
60.0,1995,549.013393
5.0,383,565.241543
-4.0,113,569.894013
124.0,3458,711.065857
60.0,2004,794.014693
20.0,913,830.262672
6.0,421,847.44238
-2.0,175,854.239341
103.0,3031,977.88714
193.0,4649,1163.531666
25.0,1042,1205.128019
27.0,1111,1249.258198
77.0,2353,1343.551653
126.0,3485,1482.01466
40.0,1480,1541.219349
25.0,1049,1582.839566
158.0,4038,1743.465217
