# {"t_start": 1562175104.1483788, "env_id": "Catcher-v0"} 
r,l,t
-4.0,105,6.840845
-4.0,107,11.400439
-3.0,144,17.337162
-6.0,33,18.68054
-6.0,44,20.454426
-6.0,33,21.807868
-2.0,181,29.171637
-6.0,33,30.539553
-3.0,149,36.700763
-6.0,33,38.032391
-6.0,33,39.40857
-1.0,196,47.786102
-4.0,99,51.829369
-6.0,37,53.327101
-4.0,104,57.593982
10.0,567,81.803298
2.0,301,94.737116
12.0,612,119.255013
-3.0,132,124.920173
19.0,816,161.957822
47.0,1685,228.326635
7.0,454,246.742908
5.0,387,261.857078
-2.0,162,268.258694
40.0,1514,328.217713
39.0,1456,385.613658
45.0,1632,450.718822
-4.0,97,454.657002
112.0,3179,585.820859
70.0,2292,677.977897
8.0,498,699.16629
60.0,2020,783.27885
9.0,504,803.502174
161.0,4126,970.950726
84.0,2566,1073.346485
54.0,1886,1148.556848
2.0,306,1160.816139
132.0,3559,1303.397694
7.0,470,1321.930639
-6.0,44,1323.689845
18.0,834,1356.969654
110.0,3185,1483.321856
127.0,3575,1625.711517
17.0,805,1657.884843
62.0,2061,1739.860929
