# {"t_start": 1562175104.0872035, "env_id": "Catcher-v0"} 
r,l,t
-6.0,39,3.900099
-1.0,222,13.485567
-6.0,46,15.361982
-6.0,39,16.960577
-6.0,39,18.573447
-6.0,33,19.945434
-6.0,33,21.257646
-6.0,37,22.798451
-4.0,114,27.409148
-6.0,35,28.799255
-6.0,46,30.719414
-3.0,142,36.596434
-5.0,80,39.859599
-6.0,39,41.398799
-3.0,137,47.405262
-6.0,42,49.145865
5.0,412,66.143573
13.0,673,95.182391
-6.0,37,96.660813
1.0,268,107.038147
0.0,236,116.910363
-6.0,42,118.522033
47.0,1672,189.88953
59.0,1992,268.665591
-4.0,102,272.892555
25.0,1030,313.409039
50.0,1740,382.162656
6.0,452,400.020689
44.0,1551,461.974029
2.0,299,474.550672
103.0,3053,600.327882
2.0,304,612.684094
17.0,762,642.907628
122.0,3397,783.759432
121.0,3367,920.390296
190.0,4532,1101.694333
152.0,3922,1258.466207
-3.0,138,1263.835503
-5.0,80,1267.006499
7.0,484,1286.782813
82.0,2470,1385.605751
143.0,3812,1536.746266
25.0,1021,1577.475181
31.0,1253,1627.118547
14.0,685,1654.562853
