# {"t_start": 1562175104.1100993, "env_id": "Catcher-v0"} 
r,l,t
-6.0,46,4.214167
-6.0,41,6.094897
-6.0,42,7.862173
-5.0,70,10.836527
-6.0,39,12.497553
-6.0,44,14.307957
-5.0,69,17.179753
-2.0,178,24.455061
-6.0,46,26.276908
-5.0,75,29.342253
-4.0,95,33.234698
-4.0,107,37.651697
-6.0,37,39.201195
-3.0,145,45.365809
-6.0,46,47.322329
-3.0,141,53.100117
-5.0,73,56.075441
-6.0,42,57.827912
-5.0,64,60.443538
-6.0,37,62.121382
-6.0,41,63.824645
-2.0,175,71.379489
-1.0,190,79.533156
-5.0,73,82.644898
-5.0,65,85.21409
-5.0,79,88.877434
-1.0,191,96.877365
-3.0,120,101.516545
-5.0,73,104.297101
-5.0,71,107.10149
-6.0,46,108.902651
-1.0,207,117.619309
-6.0,44,119.34511
1.0,267,132.555613
14.0,670,161.587056
10.0,595,185.189387
18.0,805,216.642202
18.0,789,248.319834
101.0,2939,364.665036
83.0,2591,467.669872
14.0,708,496.946175
122.0,3382,635.447366
125.0,3444,777.99697
7.0,456,796.290657
-1.0,196,804.136729
38.0,1425,861.054088
131.0,3507,1003.280919
76.0,2448,1101.231853
68.0,2213,1190.051786
24.0,990,1228.85918
7.0,491,1248.631711
128.0,3518,1389.754337
116.0,3226,1517.86814
15.0,722,1546.707665
2.0,277,1557.588569
121.0,3364,1691.49176
