# {"t_start": 1562174264.8116415, "env_id": "citycopter-v0"} 
r,l,t
-5.0,9,2.823575
-5.0,9,3.303972
-5.0,8,3.700254
-5.0,9,4.163383
-5.0,7,4.545306
-5.0,9,4.979948
-5.0,7,5.328263
-5.0,7,5.602205
-5.0,7,5.916115
-4.0,12,6.534608
-5.0,6,6.805209
-4.0,17,7.482394
-3.0,19,8.266387
-3.0,24,9.237154
-3.0,19,10.012486
-5.0,7,10.299776
-3.0,25,11.375948
-5.0,9,11.707928
-5.0,7,12.006603
-5.0,6,12.230372
-5.0,6,12.510107
-4.0,14,13.068236
-3.0,23,13.998358
-1.0,38,15.400087
-4.0,12,15.82671
2.0,53,17.638528
-3.0,24,18.423169
-2.0,29,19.366479
-4.0,16,19.914721
-3.0,24,20.718423
-1.0,35,21.839665
-4.0,18,22.411283
-1.0,38,23.738061
-1.0,34,24.961042
-3.0,22,25.688061
0.0,46,27.164508
-2.0,32,28.138922
-1.0,35,29.190252
-3.0,21,29.802338
-2.0,29,30.712278
-3.0,26,31.613952
-3.0,26,32.463705
-3.0,25,33.240144
2.0,54,34.683312
0.0,46,36.06817
0.0,45,37.370953
-2.0,31,38.282723
0.0,44,39.678182
-1.0,38,40.692233
1.0,49,42.023236
0.0,46,43.229033
-3.0,23,43.889644
1.0,51,45.284151
12.0,121,48.537452
12.0,118,51.371848
8.0,94,53.893472
5.0,74,55.939271
33.0,257,62.300554
0.0,45,63.4414
26.0,208,68.874746
57.0,405,79.000872
0.0,44,80.033488
8.0,95,82.238288
8.0,101,84.735289
8.0,101,87.221779
8.0,95,89.609165
8.0,95,92.849844
2.0,56,94.819766
-1.0,40,96.086552
8.0,98,99.113921
15.0,145,103.824573
44.0,311,112.944876
44.0,313,121.335684
8.0,94,123.866534
198.0,1272,154.818202
283.0,1797,197.204563
33.0,256,203.124058
51.0,357,211.375836
148.0,968,233.776946
33.0,255,239.726093
73.0,510,251.687941
290.0,1842,296.81083
488.0,3084,371.841921
859.0,5372,502.508767
623.0,3914,599.504216
1018.0,6355,756.184457
124.0,821,776.577474
254.0,1629,816.829196
183.0,1175,845.451309
310.0,1978,894.233768
