# {"t_start": 1562174264.7003353, "env_id": "citycopter-v0"} 
r,l,t
-5.0,6,2.802596
-5.0,8,3.175862
-5.0,10,3.668741
-4.0,13,4.407255
-4.0,16,5.235131
-4.0,12,5.721325
-5.0,4,5.902147
-5.0,6,6.191164
-4.0,16,6.985585
-5.0,6,7.238302
-4.0,12,7.677406
-4.0,16,8.30144
-2.0,32,9.604334
-3.0,26,10.692755
-5.0,7,10.999678
-5.0,7,11.302418
0.0,43,13.060328
-5.0,6,13.315569
-5.0,11,13.713945
-5.0,7,14.029572
-5.0,6,14.258412
-4.0,14,14.701065
-5.0,6,14.939319
-3.0,22,15.786623
-3.0,26,16.691285
0.0,45,18.171383
-3.0,23,18.983843
-4.0,16,19.474482
-1.0,38,20.700226
-2.0,28,21.621205
-3.0,23,22.364063
-1.0,36,23.620236
-1.0,36,24.934769
-3.0,25,25.75337
-2.0,32,26.809128
0.0,42,28.088782
-2.0,29,28.960718
-2.0,33,29.963084
-2.0,33,30.970741
-4.0,18,31.620969
-4.0,17,32.200872
-2.0,33,33.210292
5.0,77,35.411306
-4.0,18,35.91875
-1.0,38,37.028724
0.0,44,38.266214
-2.0,31,39.252524
1.0,49,40.655267
-3.0,23,41.28539
4.0,68,43.11503
6.0,83,45.388583
4.0,68,47.211889
-1.0,40,48.326768
12.0,121,51.233553
-1.0,38,52.238581
4.0,68,54.077369
0.0,42,55.239687
0.0,44,56.409977
10.0,103,58.852079
31.0,244,65.1382
32.0,252,71.554433
2.0,53,72.846172
0.0,44,73.936327
0.0,43,75.010142
10.0,105,77.443687
0.0,43,78.704458
8.0,98,81.092613
16.0,150,84.646662
8.0,94,87.003983
0.0,46,88.18169
31.0,247,95.978221
8.0,96,98.888347
26.0,208,105.570475
60.0,415,117.242333
10.0,108,120.0363
23.0,196,125.36746
249.0,1591,163.771383
76.0,521,175.857422
8.0,95,178.133137
65.0,456,188.972557
198.0,1269,218.525993
104.0,692,234.670872
40.0,297,241.687772
1251.0,7800,431.250109
64.0,449,442.192957
45.0,316,450.115381
789.0,4940,571.423655
559.0,3513,657.569686
54.0,382,666.996072
586.0,3683,758.221499
703.0,4404,866.822298
211.0,1359,900.281919
172.0,1123,928.261796
298.0,1895,975.07384
49.0,353,983.911161
18.0,159,987.859292
625.0,3931,1085.442405
