# {"t_start": 1562174264.784258, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,2.637788
-5.0,6,2.959678
-5.0,6,3.267475
-4.0,14,3.979519
-5.0,7,4.371883
-5.0,7,4.729642
-5.0,10,5.238003
-5.0,11,5.707989
-5.0,10,6.165657
-5.0,7,6.514673
-5.0,11,7.038678
-5.0,9,7.390956
-4.0,17,7.972348
-5.0,5,8.224292
-4.0,14,8.84218
-1.0,35,10.214704
-5.0,9,10.619407
-5.0,7,10.915929
-3.0,26,11.974229
-5.0,7,12.261448
-4.0,17,12.98376
-4.0,16,13.59356
-2.0,33,14.809368
-2.0,32,16.029803
0.0,47,17.617867
0.0,44,19.097786
-3.0,26,19.948586
-2.0,31,20.979464
-3.0,26,21.773073
-2.0,33,22.905647
-3.0,24,23.703504
-1.0,35,24.985848
-4.0,16,25.516664
-2.0,28,26.404455
-3.0,26,27.28331
-2.0,28,28.090056
-2.0,29,29.004045
0.0,44,30.314729
-3.0,26,31.178516
-3.0,25,32.007661
-1.0,36,33.132099
3.0,63,34.892569
0.0,46,36.263019
-1.0,35,37.270509
4.0,66,39.248662
19.0,165,43.763511
8.0,97,46.399333
-1.0,35,47.347668
2.0,51,48.772192
0.0,45,49.813206
-4.0,18,50.234598
0.0,44,51.283625
-3.0,25,51.905093
-2.0,28,52.696275
8.0,98,55.398342
0.0,45,56.533801
18.0,158,60.353659
10.0,106,63.084289
9.0,102,65.898986
10.0,102,68.353831
0.0,46,69.565212
0.0,44,70.672929
15.0,144,74.202185
23.0,197,79.188422
50.0,358,87.824118
0.0,44,89.041576
8.0,97,91.94325
43.0,305,101.971418
8.0,96,104.912503
34.0,260,112.532973
57.0,403,123.450603
18.0,156,127.567348
0.0,43,128.642312
2.0,55,130.080233
3.0,57,131.45892
131.0,864,152.082155
24.0,203,156.893503
114.0,760,174.570856
10.0,105,177.178317
209.0,1346,208.97
173.0,1121,234.909845
581.0,3654,323.420627
345.0,2193,376.668255
721.0,4521,486.6616
1612.0,10000,733.126504
883.0,5518,869.545096
595.0,3728,961.931861
