# {"t_start": 1562174264.7702029, "env_id": "citycopter-v0"} 
r,l,t
-5.0,9,2.851312
-5.0,7,3.22698
-5.0,11,3.781164
-5.0,11,4.376084
-5.0,6,4.692508
-5.0,6,4.960596
-5.0,7,5.331626
-5.0,11,5.789474
-4.0,16,6.57616
-5.0,8,6.962915
-5.0,4,7.130426
-1.0,37,8.605823
-4.0,17,9.268835
-5.0,10,9.667467
-4.0,17,10.388813
-3.0,23,11.36306
-3.0,26,12.402412
-3.0,26,13.433877
-5.0,5,13.649954
-1.0,35,14.940037
-5.0,11,15.391866
-4.0,16,15.970013
-3.0,26,16.854288
-5.0,5,17.051349
-3.0,26,17.887335
0.0,48,19.512317
-1.0,36,20.627246
-1.0,35,21.785515
-1.0,40,23.142546
-3.0,25,24.045104
-4.0,16,24.644745
-2.0,33,25.722711
-3.0,25,26.559982
-1.0,36,27.682693
-2.0,32,28.587207
-1.0,36,29.708065
0.0,43,31.082597
-3.0,25,31.936401
-1.0,38,33.094172
-1.0,37,34.157081
-2.0,29,35.01017
8.0,94,37.697649
0.0,44,39.014257
-1.0,38,40.134839
2.0,56,41.620858
5.0,76,43.719362
2.0,56,45.204214
-2.0,29,46.057315
3.0,58,47.627301
20.0,173,51.867674
0.0,43,53.101503
0.0,46,54.35854
2.0,54,55.804448
8.0,97,58.129523
-1.0,39,59.208493
2.0,53,60.455619
8.0,101,63.020898
4.0,66,64.774203
-2.0,32,65.718778
0.0,44,66.819553
16.0,148,70.481136
2.0,54,71.842721
0.0,46,72.963601
10.0,107,75.554654
32.0,253,81.821388
33.0,253,88.052168
18.0,154,92.707183
2.0,55,94.607197
32.0,253,102.746162
-2.0,31,103.708154
64.0,449,116.434856
52.0,366,126.295587
2.0,54,127.790161
199.0,1277,158.550868
99.0,660,173.787891
26.0,210,178.756023
246.0,1574,215.745875
80.0,553,228.671167
73.0,507,240.380754
290.0,1839,284.99271
116.0,769,303.650875
533.0,3358,385.584362
1594.0,9925,628.160833
476.0,2997,702.508275
101.0,669,718.98841
381.0,2407,778.831073
54.0,380,787.952967
454.0,2853,858.211281
465.0,2923,930.660264
706.0,4425,1040.371228
