# {"t_start": 1562174264.8432467, "env_id": "citycopter-v0"} 
r,l,t
-5.0,7,2.709122
-5.0,6,2.986193
-5.0,7,3.3576
-5.0,9,3.80904
-5.0,6,4.128849
-4.0,12,4.758514
-5.0,6,5.093125
-5.0,9,5.466022
-5.0,11,5.950188
-5.0,9,6.390702
-4.0,16,7.157573
-3.0,21,7.874112
-5.0,5,8.120525
-5.0,8,8.47882
-1.0,37,9.973358
-3.0,23,10.953631
-5.0,5,11.161752
-5.0,7,11.451026
-5.0,5,11.625661
-4.0,14,12.192587
-5.0,7,12.529152
-5.0,7,12.791105
-2.0,29,13.962565
0.0,45,15.587274
-4.0,13,16.08416
-3.0,22,16.848576
-1.0,34,17.921308
-4.0,16,18.522093
-4.0,18,19.111164
-2.0,29,20.07404
-3.0,23,20.833213
-3.0,26,21.625658
-1.0,35,22.794678
-5.0,11,23.190553
-2.0,32,24.364302
-3.0,22,25.081996
-3.0,24,25.875682
-4.0,16,26.402981
-4.0,16,26.903564
-1.0,34,27.949304
-3.0,23,28.633982
-2.0,31,29.534458
-2.0,32,30.567746
-3.0,19,31.222362
-4.0,18,31.808622
0.0,46,33.278606
-2.0,30,34.085292
2.0,53,35.61245
0.0,42,36.816863
-2.0,31,37.722276
-4.0,18,38.247061
0.0,42,39.587992
-3.0,21,40.127241
0.0,47,41.374285
-3.0,24,42.087594
1.0,51,43.442381
6.0,85,45.781566
8.0,97,48.384234
0.0,46,49.507227
6.0,83,51.497854
0.0,45,52.742432
2.0,54,54.192611
-1.0,38,55.239607
18.0,154,59.085524
2.0,53,60.333149
12.0,120,63.407131
3.0,59,64.992843
8.0,97,67.490662
0.0,43,68.588204
10.0,104,71.205733
0.0,45,72.310103
15.0,144,75.818559
-3.0,23,76.363593
2.0,53,77.61891
8.0,94,80.124304
8.0,96,82.398596
0.0,43,83.450786
0.0,48,84.565178
0.0,45,85.714146
0.0,48,86.906427
31.0,247,94.330134
8.0,96,97.363004
11.0,109,100.851659
0.0,46,102.434832
2.0,53,104.087551
24.0,203,109.981773
18.0,156,114.447495
59.0,412,125.398559
0.0,46,126.661475
172.0,1126,153.963457
16.0,148,157.420957
89.0,595,171.387031
72.0,501,183.222145
508.0,3191,257.932613
79.0,541,271.224854
92.0,610,286.244155
-1.0,38,287.208881
79.0,543,300.406448
135.0,874,321.671884
32.0,254,327.953516
205.0,1324,360.067303
672.0,4221,462.930864
79.0,543,475.766069
1431.0,8916,695.685315
920.0,5743,837.36988
595.0,3727,929.556469
