# {"t_start": 1561546099.7509196, "env_id": "citycopter-v0"} 
r,l,t
-4.0,11,0.953881
-2.0,22,2.252629
-4.0,11,2.917913
-5.0,7,3.533694
-5.0,9,4.088363
-5.0,9,4.835222
-4.0,10,5.611884
-5.0,9,6.371748
-3.0,17,7.631806
-5.0,5,8.023673
-5.0,8,8.72203
-5.0,7,9.243069
-5.0,7,9.856703
-4.0,11,10.712127
-4.0,15,11.76787
-2.0,24,13.527637
-4.0,10,14.244059
-2.0,22,15.595347
-2.0,23,17.138626
0.0,38,19.454235
-1.0,29,21.322542
-2.0,28,23.081085
5.0,62,26.857701
-2.0,22,28.339484
-2.0,22,29.71808
0.0,35,31.923026
-1.0,33,33.996809
-2.0,27,35.566655
2.0,49,38.579403
