# {"t_start": 1561546099.7567546, "env_id": "citycopter-v0"} 
r,l,t
-4.0,13,1.046921
-4.0,12,1.762038
0.0,38,4.391396
-5.0,9,5.105279
-5.0,9,5.829412
-5.0,5,6.225162
-4.0,10,7.053522
-5.0,5,7.382478
-5.0,5,7.783884
-4.0,10,8.558484
-5.0,5,9.001364
-5.0,9,9.606636
-5.0,8,10.286089
-5.0,6,10.756518
-5.0,9,11.386471
-3.0,17,12.621921
0.0,39,15.244208
-3.0,20,16.546866
-2.0,22,17.955952
-2.0,22,19.326183
-2.0,22,20.717616
0.0,40,23.200958
0.0,35,25.439138
-1.0,29,27.155593
-2.0,22,28.618234
-1.0,29,30.402184
1.0,43,33.181512
9.0,85,38.280746
