# {"t_start": 1561546099.9075606, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,0.22444
1.0,44,3.165169
-4.0,13,4.166882
-5.0,7,4.686851
-5.0,8,5.327284
-5.0,7,5.868552
-5.0,9,6.651941
-5.0,7,7.097961
-4.0,11,8.036885
-5.0,6,8.490912
-5.0,8,9.093542
-5.0,7,9.701661
-5.0,9,10.417197
-4.0,11,11.178006
-4.0,10,11.93575
-5.0,7,12.404544
-4.0,10,13.120425
-4.0,13,14.080725
-2.0,23,15.511252
-2.0,22,16.978643
-2.0,22,18.325991
-1.0,29,20.164607
-2.0,22,21.53743
-1.0,32,23.53405
-2.0,22,24.866459
-4.0,12,25.679087
-2.0,23,27.01399
-2.0,22,28.48026
-2.0,22,29.86941
-2.0,22,31.206206
-5.0,9,31.81815
9.0,88,37.188454
