# {"t_start": 1561546099.7704215, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,0.363873
-1.0,29,2.299517
-4.0,13,3.162195
-5.0,5,3.567401
-4.0,10,4.285003
-5.0,7,4.824773
-5.0,8,5.470686
-4.0,11,6.351007
-5.0,5,6.77886
-5.0,6,7.178437
-5.0,7,7.782752
-5.0,6,8.233802
-5.0,5,8.618702
-5.0,6,9.08707
-4.0,13,10.14007
-5.0,5,10.554884
-5.0,7,11.038134
-4.0,14,12.076617
-4.0,12,12.888824
0.0,40,15.579479
-2.0,22,17.065116
-3.0,21,18.321659
-2.0,22,19.716402
-2.0,23,21.202091
-2.0,22,22.473011
-2.0,27,24.283896
4.0,55,27.659727
-2.0,22,29.074595
-1.0,31,30.986432
-1.0,29,32.849697
-2.0,23,34.305403
2.0,48,37.117675
-1.0,32,39.122462
