# {"t_start": 1561546099.7685268, "env_id": "citycopter-v0"} 
r,l,t
-5.0,9,0.751514
-4.0,12,1.54576
-3.0,17,2.56444
-5.0,9,3.154475
-4.0,14,4.238071
-5.0,8,4.821414
-4.0,15,5.989713
-5.0,6,6.507391
-4.0,13,7.507365
-5.0,6,7.950625
-5.0,9,8.709623
-5.0,6,9.164241
-4.0,12,10.13903
-2.0,22,11.747277
-4.0,11,12.534186
-3.0,20,13.946468
-1.0,31,15.960737
-2.0,22,17.411046
-2.0,22,18.772487
-2.0,23,20.245074
-1.0,31,22.156493
-3.0,21,23.444533
-2.0,23,24.91622
-3.0,18,25.999381
-2.0,22,27.403113
-2.0,22,28.772921
1.0,41,31.348164
-3.0,18,32.538517
-1.0,29,34.389672
-2.0,23,35.657373
