# {"t_start": 1561546099.8548672, "env_id": "citycopter-v0"} 
r,l,t
-5.0,6,0.504044
1.0,43,3.214799
-5.0,5,3.617465
-5.0,9,4.292144
-2.0,22,5.971701
-5.0,7,6.638258
-5.0,7,7.079577
-5.0,8,7.754521
-5.0,7,8.264263
-5.0,6,8.751418
-5.0,6,9.278738
-4.0,13,10.266148
-4.0,12,11.16933
-5.0,7,11.677468
6.0,69,16.315179
-1.0,31,18.305061
-1.0,34,20.458883
-1.0,34,22.590103
-2.0,25,24.199469
-3.0,19,25.342812
-1.0,32,27.307894
-2.0,22,28.681896
1.0,46,31.588008
1.0,41,34.221364
-1.0,29,35.858065
-4.0,13,36.69843
-1.0,29,38.48813
