# {"t_start": 1561546099.8576694, "env_id": "citycopter-v0"} 
r,l,t
-5.0,7,0.563987
-3.0,16,1.565753
-1.0,31,3.618048
-5.0,9,4.286519
-4.0,10,5.055336
-5.0,7,5.582548
-5.0,8,6.275464
-3.0,17,7.53684
-4.0,11,8.460623
-4.0,10,9.285897
-3.0,17,10.606021
-2.0,26,12.443145
-5.0,9,13.104932
-1.0,30,15.085694
-2.0,22,16.50949
-3.0,21,17.861359
-2.0,23,19.299483
-3.0,20,20.555576
11.0,98,26.672504
-2.0,22,28.007437
-2.0,24,29.629307
1.0,43,32.366207
-2.0,22,33.646331
-1.0,29,35.405434
-4.0,14,36.341375
-2.0,22,37.601627
