# {"t_start": 1561546099.8446512, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,0.291057
2.0,48,3.573007
-5.0,6,3.946962
-5.0,6,4.437114
-5.0,7,5.00763
-5.0,6,5.471841
-5.0,7,5.998608
-5.0,6,6.575678
-4.0,11,7.368394
-4.0,15,8.534909
-4.0,13,9.528587
-5.0,7,10.145915
-5.0,8,10.742459
-4.0,10,11.406703
-4.0,10,12.178518
-5.0,9,12.811893
-4.0,11,13.57413
-2.0,22,15.038006
-3.0,21,16.401484
-2.0,25,17.961969
-2.0,22,19.374321
-1.0,31,21.405358
-2.0,22,22.69771
-2.0,22,24.052611
5.0,62,27.928662
-2.0,22,29.316147
-2.0,22,30.7469
-1.0,32,32.78038
-2.0,22,34.081572
0.0,35,36.190907
2.0,49,39.165069
