# {"t_start": 1561546099.736037, "env_id": "citycopter-v0"} 
r,l,t
-4.0,13,1.066372
0.0,35,3.248235
-5.0,6,3.727541
-5.0,6,4.103244
-5.0,9,4.843197
-3.0,16,6.096444
-2.0,28,8.322205
-5.0,9,9.070266
-5.0,7,9.572346
-5.0,9,10.320904
-2.0,26,12.230972
-5.0,7,12.793507
-4.0,14,13.680297
-1.0,32,15.860245
-3.0,21,17.207388
-2.0,22,18.548037
1.0,44,21.337441
0.0,39,23.77283
0.0,37,26.031518
-2.0,22,27.422435
-2.0,24,28.997434
-2.0,25,30.562723
2.0,47,33.493472
2.0,47,36.315994
-2.0,28,38.011522
