# {"t_start": 1561546099.8649266, "env_id": "citycopter-v0"} 
r,l,t
-2.0,25,1.661234
-3.0,20,2.874875
-3.0,18,4.285909
-5.0,8,4.929647
-5.0,6,5.361487
-4.0,10,6.209258
-5.0,9,6.954454
-5.0,5,7.285234
-5.0,7,7.79981
-4.0,11,8.682859
-4.0,14,9.792372
-5.0,6,10.257498
-5.0,6,10.711171
-4.0,11,11.555434
-5.0,7,12.055968
-2.0,25,13.789236
-2.0,24,15.364985
-2.0,22,16.760381
-2.0,22,18.158984
0.0,39,20.618179
-1.0,30,22.434476
-3.0,20,23.739919
4.0,56,27.247447
-2.0,22,28.613368
-3.0,21,29.973598
0.0,35,32.160993
-2.0,26,33.731815
-5.0,6,34.220882
