# {"t_start": 1561546099.8970413, "env_id": "citycopter-v0"} 
r,l,t
-5.0,7,0.524685
0.0,37,2.777697
-4.0,10,3.566538
-4.0,10,4.323522
-4.0,12,5.254058
-4.0,10,6.101216
-5.0,7,6.65242
-3.0,18,8.039844
-4.0,12,8.970902
-5.0,8,9.655992
-4.0,11,10.499667
-4.0,11,11.253444
-3.0,21,12.75957
0.0,39,15.40271
-2.0,22,16.793669
-3.0,21,18.131848
-2.0,22,19.540615
-1.0,29,21.417334
-1.0,29,23.207607
-1.0,29,24.93925
1.0,41,27.542949
-1.0,29,29.319726
-2.0,23,30.794466
0.0,37,33.134378
0.0,40,35.538511
-2.0,22,36.907538
-2.0,25,38.43328
