# {"t_start": 1561891424.87879, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,2.547497
-5.0,4,3.151683
-5.0,7,3.935559
-5.0,10,4.910014
-5.0,7,5.626301
-5.0,11,6.794013
-4.0,16,8.28757
-5.0,7,8.96858
-3.0,24,11.330775
-4.0,13,12.588643
-1.0,41,16.09788
-3.0,26,18.288775
-3.0,20,19.880831
-2.0,28,22.353623
-5.0,8,23.142603
0.0,43,27.426425
-4.0,18,29.159153
-4.0,17,30.732986
2.0,54,35.295101
-3.0,19,37.067277
-5.0,6,37.639386
1.0,49,41.826303
0.0,47,45.673828
0.0,45,49.894405
-2.0,31,52.766278
-1.0,35,55.952957
-1.0,38,59.472212
-4.0,16,61.051119
-2.0,30,64.029614
-5.0,9,64.892115
-3.0,22,66.962657
-4.0,17,68.496216
2.0,52,72.932621
-3.0,26,75.092955
-3.0,26,77.351989
-3.0,25,79.450747
-3.0,22,81.341546
-1.0,36,84.369377
-1.0,40,87.603105
-4.0,14,88.879307
-4.0,16,90.28195
-3.0,26,92.427143
-3.0,19,94.078697
-4.0,13,95.28307
4.0,67,100.774302
-4.0,16,102.10876
-4.0,17,103.509408
-5.0,11,104.384629
-3.0,26,106.601053
-2.0,28,109.156766
-5.0,8,109.864487
-4.0,15,111.287415
-2.0,29,114.078252
1.0,49,118.325254
-2.0,33,121.118424
-3.0,26,123.384708
0.0,48,127.384365
-2.0,28,129.69407
-3.0,26,131.761862
2.0,54,136.11363
-1.0,37,139.878258
-5.0,7,140.629893
-4.0,13,141.916834
3.0,57,146.683097
3.0,60,152.094942
-4.0,17,153.461124
-1.0,36,156.613843
-3.0,24,158.528015
-3.0,23,160.410001
-5.0,7,161.026789
-1.0,37,164.353344
-4.0,12,165.838996
-4.0,17,167.559887
-4.0,17,169.166059
-2.0,30,172.113805
-4.0,12,173.305423
-2.0,28,175.84919
-2.0,31,178.656339
-2.0,30,181.383844
-2.0,27,183.752352
-3.0,19,185.476851
-3.0,24,187.633509
-3.0,20,189.344265
-1.0,38,192.518389
-3.0,26,194.761956
-1.0,38,197.916765
0.0,46,201.602989
-3.0,21,203.383149
-3.0,23,205.369357
2.0,53,209.682613
-3.0,23,211.5927
-2.0,31,214.310087
-2.0,27,216.616744
-4.0,16,218.006189
-5.0,10,218.921829
-1.0,41,222.565943
-4.0,13,223.834406
-3.0,19,225.714857
-5.0,11,226.802382
-4.0,12,228.011056
-4.0,13,229.227096
-4.0,17,230.683322
-3.0,23,232.72543
-2.0,33,235.567434
-4.0,12,236.62521
5.0,77,243.460784
-3.0,26,245.785296
-4.0,12,246.805282
-1.0,39,250.133225
-2.0,32,252.892192
