# {"t_start": 1561891424.8133934, "env_id": "citycopter-v0"} 
r,l,t
-5.0,9,3.216967
-5.0,6,3.8466
-3.0,23,6.261061
-4.0,18,7.970605
-3.0,21,10.034443
-5.0,9,10.915897
0.0,47,15.227164
-5.0,9,15.952864
-4.0,16,17.237267
2.0,52,21.58215
-5.0,5,22.088964
-4.0,14,23.401416
-5.0,11,24.422468
-5.0,7,25.16936
-5.0,5,25.7486
-4.0,15,27.189933
-3.0,23,29.418651
-5.0,8,30.141011
-3.0,24,32.371359
-5.0,7,32.978755
-1.0,41,36.389814
-4.0,12,37.472637
1.0,50,41.788554
-5.0,10,42.627469
1.0,51,46.899909
-1.0,39,50.635953
0.0,47,54.975574
-4.0,17,56.465823
-4.0,17,58.024988
-2.0,27,60.611991
-5.0,6,61.232606
-3.0,21,63.318838
-5.0,11,64.369331
-4.0,17,65.984548
-4.0,16,67.553881
-4.0,14,68.740086
-2.0,31,71.398219
-2.0,30,73.94379
-2.0,30,76.42476
-1.0,37,79.619127
-4.0,17,81.035499
0.0,42,84.610865
-2.0,33,87.283499
-2.0,31,90.015497
-1.0,38,93.223231
-2.0,29,95.761626
-4.0,18,97.259514
-3.0,22,99.129351
-3.0,25,101.090807
2.0,56,105.676094
-1.0,40,109.314693
-5.0,7,109.915617
-4.0,12,111.055881
-5.0,11,112.140651
-5.0,7,112.838844
-5.0,9,113.70067
-4.0,17,115.257899
-5.0,7,115.888391
-4.0,17,117.266503
-4.0,16,118.662778
-3.0,24,120.694467
-3.0,25,122.861128
-3.0,26,124.996693
-3.0,26,127.166348
-3.0,19,128.735637
1.0,50,132.825094
-2.0,31,135.34656
-1.0,35,138.502097
-4.0,17,140.377628
1.0,49,144.629345
0.0,45,148.66082
-2.0,31,151.392799
-3.0,26,153.621199
-1.0,36,156.781508
-2.0,30,159.202784
-3.0,24,161.199326
-1.0,41,165.035317
-3.0,23,167.49307
-3.0,20,169.457314
1.0,49,174.247158
-1.0,39,177.7593
-3.0,25,179.937072
4.0,66,185.857503
-4.0,16,187.306921
-5.0,11,188.275909
-1.0,39,191.530597
-3.0,26,193.774485
10.0,103,202.305525
-3.0,23,204.229954
-5.0,10,205.07107
-2.0,31,207.569887
-2.0,28,209.938135
-2.0,31,212.519243
2.0,53,217.190704
4.0,67,223.103785
-5.0,7,223.776762
-4.0,14,225.164433
-2.0,29,228.065842
-2.0,32,230.915064
-2.0,31,233.720536
-2.0,33,236.520833
0.0,43,240.47435
-2.0,30,243.011309
-3.0,24,245.144318
-5.0,9,245.945383
-2.0,31,248.572706
-1.0,34,251.526113
-2.0,27,253.784066
-2.0,28,256.093394
14.0,138,267.902573
-3.0,23,269.846249
-1.0,37,273.072946
-3.0,19,274.78738
-4.0,12,275.853927
-1.0,37,279.090425
-2.0,28,281.480853
-1.0,41,284.834083
-2.0,31,287.517926
0.0,48,291.616963
0.0,45,295.357382
-4.0,13,296.525856
