# {"t_start": 1561891424.78973, "env_id": "citycopter-v0"} 
r,l,t
-5.0,7,3.019523
-5.0,5,3.610355
-5.0,7,4.315983
-3.0,19,6.265791
-3.0,20,8.19212
-5.0,8,8.926756
-5.0,7,9.631177
-4.0,13,10.928056
-5.0,11,11.982581
-5.0,7,12.674873
-3.0,24,14.748592
-1.0,38,17.902259
2.0,54,22.568546
-4.0,12,23.689878
-5.0,6,24.273011
-2.0,27,26.974481
-5.0,11,28.009869
-5.0,7,28.719992
-4.0,18,30.465035
-1.0,41,34.003337
-3.0,21,35.774675
-4.0,15,37.135233
-1.0,38,40.423287
-3.0,23,42.350781
1.0,50,46.55148
-1.0,38,50.173576
-3.0,23,52.221345
-2.0,28,54.883412
-3.0,20,56.66661
-4.0,16,58.13835
0.0,47,62.71592
-5.0,9,63.626033
-4.0,16,65.186951
-4.0,16,66.676131
-5.0,7,67.315099
-3.0,26,69.656089
-1.0,38,72.820884
-3.0,25,74.936351
-3.0,22,76.837492
-4.0,17,78.31548
-1.0,39,81.632284
-3.0,26,83.727873
-1.0,38,86.900076
-4.0,17,88.341127
3.0,60,93.522086
-4.0,17,94.959627
-2.0,33,97.739291
0.0,46,101.524601
2.0,54,105.953461
-4.0,15,107.264534
-4.0,13,108.410871
-5.0,11,109.494783
-3.0,23,111.631204
-5.0,8,112.475392
-4.0,16,113.959642
-3.0,22,116.009679
-1.0,37,119.139634
-4.0,16,120.472178
-5.0,10,121.313736
-3.0,24,123.345978
-2.0,28,125.718483
8.0,95,133.464605
0.0,46,137.31946
-3.0,20,139.360415
-4.0,12,140.690288
-4.0,18,142.385256
-2.0,31,144.932819
-2.0,27,147.277809
-2.0,31,150.167433
-3.0,23,152.160372
0.0,47,156.155744
2.0,55,160.676906
-4.0,18,162.255328
0.0,44,166.728311
0.0,44,171.042876
-4.0,17,172.788924
-1.0,38,176.231278
0.0,46,180.354472
-4.0,17,181.959767
-3.0,23,183.940469
4.0,65,189.716375
-1.0,37,192.825198
-4.0,17,194.213667
-3.0,26,196.38561
-3.0,22,198.212172
0.0,48,202.152646
2.0,50,206.35776
-1.0,35,209.137751
0.0,47,213.185349
-2.0,29,215.682198
-1.0,38,218.984755
-5.0,10,219.934691
-4.0,18,221.46232
-5.0,10,222.39696
-1.0,36,225.910059
-4.0,13,227.237542
-3.0,23,229.418412
-5.0,10,230.230937
-3.0,25,232.480208
-5.0,8,233.236671
0.0,47,237.23348
-3.0,19,239.054775
-4.0,14,240.277059
-5.0,5,240.747109
-4.0,17,242.140404
-3.0,25,244.346296
-4.0,18,245.95381
2.0,54,250.597692
-3.0,25,252.693997
2.0,53,257.097262
-3.0,20,258.828008
7.0,87,266.368309
-2.0,29,268.784336
-1.0,39,272.062413
-1.0,34,275.13068
2.0,52,279.705536
-5.0,11,280.632652
-1.0,40,284.022697
6.0,83,291.076254
2.0,51,295.286543
-5.0,7,295.900833
-3.0,19,297.495636
-3.0,25,299.536958
0.0,46,303.422872
