# {"t_start": 1561891424.8795028, "env_id": "citycopter-v0"} 
r,l,t
-5.0,9,3.166016
-5.0,6,3.800814
-4.0,12,5.009927
-5.0,10,6.073483
-5.0,11,7.160409
-3.0,23,9.354971
-4.0,18,11.125497
-5.0,6,11.649164
-4.0,16,13.223695
0.0,46,17.038398
-1.0,36,20.04073
-4.0,12,21.05616
-3.0,20,22.918761
-5.0,7,23.564005
-5.0,5,24.030452
-5.0,10,25.102557
-4.0,14,26.476125
-5.0,9,27.437684
-5.0,10,28.354568
-2.0,28,31.049559
-1.0,40,34.430166
-4.0,16,35.771076
-4.0,12,36.862324
-4.0,12,37.977834
-3.0,23,39.889299
3.0,63,45.161178
0.0,46,49.383088
0.0,43,53.354288
-3.0,26,55.709742
-4.0,17,57.336367
-4.0,18,59.006926
-2.0,27,61.690598
-4.0,13,62.929173
-5.0,9,63.811203
-5.0,9,64.682585
-4.0,13,65.903487
-4.0,13,67.14353
-3.0,22,69.103554
-3.0,20,70.79715
4.0,69,76.675832
2.0,55,81.293716
-3.0,23,83.261028
3.0,61,88.384546
2.0,54,92.890199
0.0,46,96.912596
0.0,43,100.46237
-3.0,26,102.558773
-2.0,32,105.179317
-1.0,37,108.435398
-5.0,10,109.448334
-4.0,13,110.609733
-4.0,17,112.246593
-5.0,7,112.996349
-4.0,16,114.508831
-1.0,36,117.481833
-4.0,16,118.950614
-1.0,40,122.243798
-4.0,17,123.751349
-2.0,31,126.349176
2.0,53,130.656384
-4.0,16,132.051822
-1.0,38,135.074125
-2.0,30,137.689722
-2.0,29,140.862069
0.0,47,144.819687
0.0,48,149.215886
-4.0,17,150.66374
-4.0,16,152.070121
3.0,61,157.286935
-1.0,36,160.164666
0.0,42,163.771351
-1.0,38,167.931659
0.0,48,172.68206
2.0,56,177.805597
-3.0,26,180.048525
3.0,59,185.342655
-4.0,14,186.562327
-3.0,26,188.918997
-3.0,26,191.077789
-4.0,17,192.526671
-2.0,29,195.002425
-3.0,26,197.134178
2.0,54,201.499655
0.0,48,205.610693
-3.0,20,207.201434
-1.0,36,210.260342
-3.0,26,212.305167
-4.0,16,213.791996
-4.0,16,215.188265
-1.0,39,218.551211
-3.0,26,220.84915
