# {"t_start": 1562171286.0857892, "env_id": "citycopter-v0"} 
r,l,t
-5.0,5,2.596087
-5.0,9,3.069121
-5.0,7,3.447836
-5.0,9,3.89714
-5.0,6,4.199696
-5.0,5,4.470803
-5.0,11,4.982193
-5.0,9,5.361909
-5.0,5,5.628571
-5.0,11,6.161841
0.0,48,8.27787
-5.0,5,8.525474
-5.0,9,8.885859
-3.0,23,9.858187
-3.0,26,10.934273
-5.0,4,11.139648
-2.0,31,12.362697
-5.0,4,12.558559
-3.0,26,13.596064
-5.0,6,13.851179
-1.0,38,15.242448
-4.0,17,15.865194
-4.0,18,16.495234
-4.0,14,17.009527
-3.0,22,17.761734
-3.0,26,18.70282
-4.0,12,19.090443
-3.0,23,19.830532
-2.0,28,20.734221
-3.0,24,21.548699
-2.0,32,22.537909
-3.0,22,23.335197
-4.0,13,23.792199
-1.0,37,25.102832
-3.0,20,25.770107
-3.0,22,26.464555
-2.0,29,27.440601
1.0,49,28.882559
-2.0,33,29.939289
-2.0,28,30.813104
2.0,50,32.420268
-1.0,38,33.596394
0.0,43,34.758388
0.0,46,36.129432
-1.0,38,37.198879
-3.0,23,37.92849
-1.0,38,39.098402
-3.0,23,39.847173
-2.0,32,40.874297
-2.0,29,41.726434
0.0,44,42.917884
-4.0,18,43.483541
-1.0,38,44.616953
-4.0,16,45.086118
0.0,44,46.273699
4.0,69,48.171408
0.0,45,49.465401
9.0,105,52.34233
0.0,44,53.542099
2.0,54,54.977917
-4.0,16,55.40465
0.0,46,56.597408
2.0,54,58.0887
0.0,46,59.239881
0.0,46,60.516069
-2.0,31,61.254902
10.0,107,63.810527
31.0,248,70.124429
8.0,95,72.410563
8.0,97,74.728918
0.0,44,75.860776
0.0,45,77.011052
2.0,50,78.161092
24.0,201,92.40911
10.0,107,97.170418
24.0,199,105.202649
0.0,45,106.936554
11.0,109,110.587004
80.0,551,127.530111
33.0,254,134.448394
49.0,350,143.882517
24.0,204,149.092238
59.0,410,159.202054
81.0,560,172.230297
498.0,3127,245.301593
15.0,143,248.66916
143.0,930,271.197415
182.0,1174,299.445804
801.0,5013,423.186506
255.0,1631,463.923619
443.0,2801,533.03951
75.0,511,545.882624
1611.0,10000,795.527655
255.0,1638,836.352368
163.0,1060,862.860412
509.0,3200,942.499483
216.0,1388,976.469179
706.0,4428,1087.200082
33.0,256,1093.655466
313.0,1991,1143.918043
170.0,1111,1171.777465
809.0,5068,1297.946927
157.0,1017,1323.147635
651.0,4081,1424.348848
852.0,5334,1557.490742
163.0,1060,1583.903347
304.0,1938,1631.999061
1219.0,7610,1821.21109
438.0,2761,1889.443069
362.0,2287,1946.978573
100.0,664,1963.296439
31.0,245,1969.259411
116.0,769,1988.206256
18.0,158,1992.265739
199.0,1281,2024.314619
158.0,1026,2049.507538
1220.0,7608,2237.88588
123.0,814,2258.211656
1098.0,6846,2426.972741
67.0,460,2438.270634
200.0,1288,2469.837123
189.0,1221,2500.65772
406.0,2558,2563.967278
692.0,4329,2671.094775
