# {"t_start": 1562171286.1408334, "env_id": "citycopter-v0"} 
r,l,t
-5.0,9,2.73596
-5.0,6,3.07462
-4.0,17,3.952557
-5.0,5,4.219983
-5.0,10,4.705241
-4.0,18,5.496448
-5.0,7,5.819798
-4.0,13,6.482378
-3.0,26,7.644876
-5.0,6,7.814747
-5.0,6,8.141365
-4.0,16,8.830626
-5.0,5,9.067755
-5.0,4,9.203692
-5.0,5,9.417606
-5.0,7,9.70744
-5.0,5,9.903202
-5.0,5,10.120046
-5.0,5,10.314484
-1.0,35,11.819478
-4.0,14,12.375252
-5.0,6,12.681222
-3.0,24,13.581376
-5.0,9,13.933117
-5.0,5,14.139609
-5.0,9,14.43822
-5.0,7,14.643456
-5.0,11,15.088369
-5.0,10,15.508862
-3.0,19,16.176807
-3.0,26,17.086384
-5.0,9,17.41492
-4.0,16,17.915258
-3.0,25,18.840827
-3.0,23,19.558853
-2.0,27,20.502142
-3.0,25,21.318107
-3.0,23,22.051192
-3.0,20,22.692051
-2.0,30,23.723432
2.0,54,25.60502
-3.0,26,26.454147
-3.0,22,27.192863
-2.0,32,28.12204
-3.0,23,28.819256
-1.0,40,30.098929
-3.0,21,30.762556
3.0,58,32.666013
-2.0,32,33.61468
0.0,43,34.774288
4.0,65,36.696747
5.0,73,38.909351
-4.0,17,39.399776
0.0,43,40.817711
-1.0,40,41.949588
-4.0,17,42.421057
-3.0,23,43.107049
-1.0,40,44.302475
18.0,158,48.70787
4.0,71,50.780825
0.0,46,51.930546
-1.0,34,52.863186
2.0,53,54.339929
8.0,98,56.886379
8.0,99,59.506519
10.0,104,62.148725
6.0,83,64.095756
0.0,46,65.329267
0.0,47,66.572803
8.0,97,68.956007
9.0,100,71.385451
-3.0,23,71.956802
8.0,94,74.251796
0.0,44,75.302358
8.0,98,77.714488
2.0,54,79.164221
8.0,97,88.693698
0.0,44,91.099745
58.0,410,108.118877
31.0,245,116.013403
32.0,252,123.789034
134.0,868,147.287266
10.0,105,150.153406
72.0,501,162.208842
294.0,1873,205.277694
212.0,1368,237.514765
284.0,1808,281.074988
123.0,817,300.982188
43.0,308,308.628079
114.0,756,327.239314
117.0,777,346.437189
477.0,3009,420.728672
334.0,2118,473.350777
488.0,3075,549.51949
1478.0,9211,779.720421
1611.0,10000,1028.874711
742.0,4650,1145.104267
107.0,713,1163.277853
535.0,3375,1246.941875
439.0,2772,1315.944142
1269.0,7908,1512.682944
16.0,148,1516.415994
289.0,1833,1562.208633
555.0,3480,1648.408037
275.0,1746,1691.859469
59.0,413,1702.187158
117.0,771,1721.57212
80.0,555,1735.667378
638.0,3995,1834.467167
43.0,307,1841.995483
646.0,4052,1943.059736
924.0,5766,2085.550573
1077.0,6728,2252.473861
668.0,4186,2355.993345
620.0,3891,2451.803007
241.0,1534,2490.072147
598.0,3749,2582.873281
101.0,666,2599.719395
240.0,1528,2637.746471
82.0,563,2651.516435
26.0,208,2656.44533
