# {"t_start": 1562174262.6611543, "env_id": "Catcher-v0"} 
r,l,t
-5.0,72,2.812649
-6.0,33,3.077243
-6.0,42,3.410241
-6.0,44,3.782046
-6.0,33,4.020932
-2.0,183,5.507431
-6.0,37,5.7766
-6.0,39,6.082663
-6.0,33,6.379991
0.0,238,8.146341
5.0,411,11.118653
-4.0,114,11.968421
-1.0,205,13.453122
0.0,216,14.993874
-6.0,41,15.298102
-1.0,195,16.687732
-5.0,83,17.30213
-6.0,41,17.608499
-2.0,154,18.717987
0.0,228,20.301425
-6.0,37,20.594829
-2.0,169,21.797622
-6.0,44,22.097739
-6.0,35,22.339881
1.0,268,24.230798
-2.0,159,25.331753
-3.0,136,26.294578
4.0,373,28.904993
27.0,1114,36.3463
28.0,1107,43.822
46.0,1594,54.471289
114.0,3225,76.13038
50.0,1722,87.655292
159.0,3976,114.275506
156.0,3976,140.848012
72.0,2223,155.674894
64.0,2110,169.782738
142.0,3696,194.607303
8.0,495,197.944108
95.0,2791,216.584632
102.0,2989,236.604697
19.0,883,242.492583
212.0,4821,274.702411
114.0,3186,296.086951
