# {"t_start": 1562174262.67823, "env_id": "Catcher-v0"} 
r,l,t
-6.0,33,2.479515
-6.0,35,2.762643
-5.0,75,3.355963
-6.0,42,3.693334
-5.0,66,4.231915
-5.0,75,4.850856
-5.0,65,5.370948
-4.0,116,6.280878
-6.0,39,6.585288
-6.0,35,6.854202
-1.0,215,8.425405
-5.0,68,8.93295
-1.0,228,10.549656
-6.0,41,10.860662
-4.0,104,11.638966
-4.0,114,12.467618
2.0,293,14.594587
-6.0,39,14.865378
-5.0,68,15.349818
3.0,318,17.656425
-4.0,115,18.491184
-6.0,42,18.7956
-6.0,39,19.070015
-3.0,133,19.969984
10.0,565,23.999516
14.0,694,28.840712
1.0,303,30.907324
17.0,836,36.474425
-6.0,41,36.744611
1.0,291,38.728617
64.0,2125,52.967437
11.0,580,56.883706
5.0,394,59.489094
60.0,2003,72.909863
-3.0,141,73.855211
8.0,463,77.027839
5.0,418,79.824409
88.0,2708,97.928233
116.0,3268,119.793123
125.0,3407,142.553471
63.0,2132,156.802378
54.0,1822,168.968768
9.0,529,172.491003
166.0,4190,200.655276
137.0,3662,225.113649
48.0,1667,236.284182
77.0,2452,252.618651
33.0,1303,261.363041
199.0,4638,292.417914
