# {"t_start": 1562174262.622552, "env_id": "Catcher-v0"} 
r,l,t
-6.0,39,2.580752
-6.0,41,2.936125
-6.0,33,3.194045
-2.0,181,4.6367
2.0,302,7.017671
-6.0,46,7.358642
-5.0,70,7.868706
-2.0,192,9.289007
-6.0,46,9.629073
3.0,345,12.117617
-5.0,68,12.619509
7.0,469,15.982945
-2.0,190,17.369652
-6.0,35,17.613513
-5.0,72,18.149153
-4.0,99,18.868246
2.0,308,21.081808
6.0,447,24.183727
-3.0,141,25.163533
6.0,437,28.202144
4.0,369,30.745149
14.0,677,35.251896
3.0,306,37.347244
115.0,3222,58.930292
63.0,2074,72.82113
25.0,1061,80.016001
82.0,2584,97.279936
84.0,2572,114.487109
11.0,585,118.401368
51.0,1801,130.427493
7.0,454,133.472358
24.0,1017,140.215892
98.0,2899,159.65923
253.0,5396,195.809212
23.0,961,202.247795
129.0,3476,225.482672
55.0,1886,238.090141
45.0,1657,249.079456
163.0,4080,276.480064
101.0,3003,296.603038
