# {"t_start": 1562174262.5714219, "env_id": "Catcher-v0"} 
r,l,t
-6.0,44,2.686088
-6.0,33,2.95517
-4.0,114,3.869286
-3.0,146,5.05175
-3.0,144,6.153994
-6.0,35,6.469126
1.0,292,8.632654
3.0,305,10.813302
-6.0,44,11.147965
12.0,600,15.505041
-2.0,192,16.885836
-5.0,63,17.343378
-6.0,46,17.676361
-6.0,35,17.936915
7.0,477,21.356748
0.0,235,22.964903
-4.0,95,23.631119
-6.0,44,23.941671
-1.0,204,25.377903
-6.0,33,25.617016
-4.0,99,26.305541
-4.0,110,27.11329
17.0,814,32.633451
14.0,692,37.262544
49.0,1705,48.720817
31.0,1233,57.002069
42.0,1484,66.900442
36.0,1318,75.738542
95.0,2804,94.542362
62.0,2062,108.319312
138.0,3680,132.961205
54.0,1859,145.355013
60.0,1995,158.744807
116.0,3292,180.716329
116.0,3269,202.695854
144.0,3759,227.796141
54.0,1849,240.193373
242.0,5350,275.968714
106.0,2991,296.00091
