# {"t_start": 1562174262.659925, "env_id": "Catcher-v0"} 
r,l,t
-3.0,134,3.298152
-6.0,33,3.570681
-5.0,72,4.158426
1.0,263,6.237698
-5.0,76,6.843336
-4.0,119,7.712715
-6.0,39,8.01867
-6.0,42,8.320656
-4.0,95,9.016159
-6.0,33,9.275253
-2.0,169,10.449713
-5.0,66,10.954166
-6.0,46,11.293346
1.0,293,13.420237
0.0,242,15.162195
-4.0,105,15.906013
-2.0,172,17.146794
-2.0,168,18.389611
2.0,297,20.464338
13.0,656,25.089744
3.0,313,27.317143
-2.0,169,28.458342
-5.0,68,28.959401
1.0,264,30.752232
20.0,912,36.827389
96.0,2871,56.083567
-4.0,102,56.800522
7.0,440,59.719553
9.0,564,63.476214
26.0,1048,70.487126
11.0,612,74.624547
2.0,290,76.617905
17.0,767,81.757505
27.0,1084,88.999521
29.0,1182,96.919068
136.0,3660,121.424229
111.0,3136,142.34541
57.0,2000,155.706766
131.0,3547,179.432427
51.0,1805,191.537238
89.0,2718,209.780939
103.0,2976,229.687405
34.0,1305,238.403421
170.0,4306,267.157785
109.0,3136,288.181925
17.0,801,293.549982
