# {"t_start": 1562174262.6708484, "env_id": "Catcher-v0"} 
r,l,t
-6.0,44,2.58537
-3.0,139,3.683277
-6.0,44,4.053225
-6.0,41,4.375993
-6.0,44,4.747262
-6.0,33,5.007819
-6.0,46,5.37675
-4.0,107,6.192916
-1.0,199,7.700859
-3.0,152,8.831717
2.0,317,11.129646
-5.0,75,11.69237
1.0,274,13.688516
10.0,567,17.754566
1.0,260,19.602908
-2.0,170,20.862214
-5.0,73,21.372491
13.0,701,26.256559
-5.0,74,26.789567
8.0,499,30.226693
-1.0,211,31.656013
10.0,540,35.231793
131.0,3577,59.227769
78.0,2508,76.0531
88.0,2659,93.861295
189.0,4510,124.02191
81.0,2491,140.681268
2.0,310,142.767341
15.0,730,147.602948
7.0,452,150.599721
116.0,3262,172.430739
122.0,3381,195.157102
40.0,1444,204.812233
159.0,3961,231.323213
5.0,395,233.964025
21.0,902,240.008102
86.0,2606,257.386722
174.0,4252,285.86061
-4.0,103,286.563441
