# {"t_start": 1562174262.6097562, "env_id": "Catcher-v0"} 
r,l,t
-6.0,41,2.615979
-6.0,33,2.890279
-4.0,111,3.764172
-5.0,75,4.364397
-6.0,42,4.70769
-5.0,76,5.314589
-4.0,109,6.166376
-5.0,80,6.813077
-5.0,75,7.371124
0.0,240,9.142195
8.0,490,12.70416
-6.0,42,13.006422
-3.0,134,14.001867
3.0,366,16.578682
-4.0,111,17.405105
-5.0,84,18.007711
4.0,369,20.628598
3.0,357,23.144765
-6.0,39,23.414572
-5.0,83,24.008199
2.0,302,26.124976
3.0,327,28.399521
-4.0,97,29.10264
-2.0,161,30.176345
-3.0,142,31.149079
69.0,2233,46.122276
1.0,259,47.840909
-6.0,46,48.163747
7.0,476,51.3324
57.0,1917,64.164302
-4.0,92,64.799032
46.0,1679,76.058957
87.0,2687,94.068271
70.0,2332,109.674108
67.0,2172,124.183923
57.0,1922,137.035288
36.0,1375,146.222998
91.0,2767,164.706609
111.0,3208,186.184474
143.0,3787,211.59162
57.0,1955,224.655685
60.0,2037,238.296669
97.0,2802,257.001409
204.0,4746,288.787256
