# {"t_start": 1562174262.6344826, "env_id": "Catcher-v0"} 
r,l,t
-6.0,46,2.648845
-6.0,41,2.976815
-3.0,135,4.029031
-6.0,39,4.35828
-6.0,44,4.705547
-1.0,216,6.444996
-1.0,219,8.07996
-5.0,65,8.541536
-5.0,79,9.146207
0.0,231,10.781338
-4.0,123,11.69957
-5.0,72,12.217796
-5.0,62,12.680366
-3.0,132,13.625432
-6.0,42,13.960087
-6.0,39,14.23686
-5.0,77,14.765752
-3.0,142,15.764975
-4.0,105,16.51177
3.0,337,18.978388
-5.0,70,19.465399
-2.0,155,20.548751
5.0,414,23.46412
-6.0,35,23.715605
1.0,279,25.678117
-6.0,42,25.978523
-5.0,73,26.509609
-6.0,37,26.763408
-1.0,213,28.215094
-6.0,46,28.557374
1.0,257,30.326309
59.0,1991,43.66863
31.0,1187,51.632679
17.0,794,56.977119
63.0,2043,70.59522
16.0,770,75.783129
-5.0,70,76.300199
64.0,2140,90.623812
106.0,3040,110.974955
1.0,268,112.766596
84.0,2594,130.081071
42.0,1525,140.251144
43.0,1535,150.474394
50.0,1759,162.318582
104.0,3010,182.438288
-5.0,63,182.865534
35.0,1341,191.872103
116.0,3255,213.69839
67.0,2228,228.568834
125.0,3442,251.542289
225.0,4999,285.001717
