# {"t_start": 1562174262.692796, "env_id": "Catcher-v0"} 
r,l,t
-6.0,42,2.545745
-5.0,70,3.105278
-6.0,37,3.396226
-4.0,102,4.216949
-6.0,41,4.549367
-6.0,39,4.887927
-1.0,206,6.500028
-5.0,79,7.10671
-6.0,41,7.397417
-5.0,69,7.900177
-1.0,194,9.352552
-6.0,35,9.597806
-6.0,33,9.826654
-5.0,67,10.276908
-6.0,39,10.553132
-6.0,44,10.891083
-1.0,209,12.419314
-6.0,42,12.738477
-3.0,139,13.758395
1.0,267,15.640424
-6.0,37,15.913292
10.0,605,20.228743
-6.0,35,20.504447
0.0,213,22.005901
0.0,230,23.618215
-6.0,33,23.854303
-3.0,140,24.845588
-5.0,81,25.406098
-3.0,126,26.303799
-4.0,94,26.979654
6.0,430,29.930546
9.0,522,33.427009
21.0,874,39.289271
26.0,1080,46.543757
92.0,2712,64.695361
56.0,1842,77.116828
-5.0,62,77.548467
133.0,3527,101.104365
6.0,427,103.936089
-6.0,42,104.21839
-5.0,77,104.73217
53.0,1810,116.890433
78.0,2459,133.306087
88.0,2654,151.001958
40.0,1526,161.266237
57.0,1940,174.185193
154.0,3914,200.499891
81.0,2551,217.52064
106.0,2996,237.569964
67.0,2189,252.168973
86.0,2621,269.716257
