# {"t_start": 1562174262.5664601, "env_id": "Catcher-v0"} 
r,l,t
-6.0,33,2.589074
-6.0,46,2.979402
-6.0,41,3.296727
-5.0,77,3.931187
-5.0,72,4.491875
-6.0,42,4.838092
-6.0,46,5.198825
-6.0,44,5.556988
-5.0,76,6.125757
-6.0,33,6.419541
-6.0,33,6.668005
-5.0,72,7.215012
-6.0,42,7.522815
-5.0,69,8.025696
-6.0,41,8.338716
-4.0,108,9.128177
-6.0,46,9.496127
1.0,260,11.343626
-6.0,46,11.6705
-1.0,195,13.113746
-5.0,81,13.680622
10.0,587,17.913425
-6.0,37,18.187371
-6.0,41,18.494613
-2.0,180,19.754861
-3.0,139,20.755033
8.0,518,24.395621
-6.0,33,24.645786
3.0,345,27.06263
31.0,1263,35.583586
2.0,279,37.484442
79.0,2465,53.985928
34.0,1287,62.594324
-4.0,99,63.25265
35.0,1340,72.262777
-1.0,221,73.733165
83.0,2547,90.838828
87.0,2636,108.458335
86.0,2616,125.96701
65.0,2173,140.4575
22.0,943,146.771434
109.0,3200,168.170448
180.0,4365,197.470987
8.0,506,200.870562
4.0,342,203.15546
90.0,2740,221.429032
35.0,1347,230.462805
-5.0,80,230.996742
149.0,3889,256.962201
85.0,2595,274.342953
122.0,3342,296.774539
