# {"t_start": 1561894077.2729616, "env_id": "pixelcopter-v0"} 
r,l,t
-5.0,6,2.32916
-5.0,8,2.380321
-4.0,14,2.472302
-1.0,31,2.667595
1.0,43,2.932903
-1.0,33,3.12972
-2.0,25,3.283327
-5.0,6,3.331108
1.0,45,3.601524
-1.0,31,3.78137
2.0,53,4.094581
7.0,81,4.589318
4.0,62,4.953284
9.0,87,5.481615
10.0,94,6.040485
7.0,80,6.5247
1.0,42,6.785632
15.0,124,7.521883
3.0,55,7.846781
6.0,77,8.301241
12.0,108,8.952139
2.0,50,9.249294
7.0,81,9.739447
25.0,182,10.800009
5.0,69,11.212595
5.0,71,11.652649
8.0,80,12.125695
4.0,61,12.47969
5.0,71,12.917114
2.0,52,13.224439
6.0,74,13.649991
7.0,82,14.129305
6.0,69,14.549119
6.0,77,14.998971
30.0,205,16.20655
28.0,199,17.402584
41.0,274,19.008174
3.0,54,19.324866
21.0,161,20.270542
63.0,395,22.605307
43.0,282,24.22932
19.0,152,25.132471
7.0,74,25.565912
15.0,121,26.292399
2.0,47,26.576243
4.0,60,26.934012
18.0,145,27.789814
51.0,330,29.730984
7.0,82,30.202679
2.0,52,30.513781
3.0,54,30.83053
4.0,63,31.197476
31.0,216,32.473921
4.0,62,32.837102
7.0,84,33.332096
28.0,200,34.493754
28.0,197,35.653058
0.0,37,35.868408
7.0,75,36.305789
5.0,66,36.711613
15.0,126,37.433454
6.0,77,37.899869
6.0,76,38.349509
40.0,267,39.913159
5.0,70,40.327133
16.0,131,41.095106
63.0,392,43.387274
8.0,81,43.918437
13.0,115,44.581823
41.0,273,46.160532
3.0,55,46.476148
5.0,66,46.901057
6.0,74,47.35192
7.0,80,47.818114
6.0,74,48.253463
17.0,133,49.024804
-2.0,22,49.155147
91.0,558,52.536103
16.0,130,53.313318
50.0,319,55.163943
12.0,108,55.825479
0.0,39,56.061231
28.0,201,57.333372
57.0,358,59.471887
24.0,174,60.511917
5.0,71,60.941756
7.0,76,61.386478
54.0,348,63.44796
60.0,378,65.658387
34.0,229,67.0095
2.0,52,67.346574
25.0,180,68.583505
28.0,198,69.800039
13.0,110,70.483962
-2.0,24,70.639007
12.0,106,71.313104
36.0,246,72.845071
97.0,590,76.559938
23.0,171,77.635464
80.0,497,80.696097
50.0,321,82.621076
16.0,133,83.405212
35.0,235,84.752957
78.0,480,87.636203
-4.0,12,87.725743
6.0,75,88.159985
37.0,250,89.618044
180.0,1057,96.160462
16.0,133,96.998025
6.0,75,97.455844
36.0,246,98.983353
90.0,555,102.447965
19.0,142,103.333486
58.0,371,105.619003
16.0,132,106.413779
239.0,1387,114.992825
44.0,294,116.803248
5.0,66,117.224094
66.0,409,119.729615
30.0,212,121.058923
13.0,110,121.737557
81.0,498,124.826492
13.0,113,125.524968
9.0,85,126.05178
54.0,340,128.132063
30.0,207,129.420463
5.0,68,129.8444
3.0,51,130.15614
31.0,216,131.508202
52.0,333,133.644065
6.0,75,134.124767
16.0,131,134.993004
40.0,266,136.728756
7.0,80,137.289144
65.0,404,139.880947
42.0,272,141.591285
90.0,550,145.03878
32.0,220,146.412768
34.0,222,147.785189
12.0,108,148.472268
7.0,80,148.980658
6.0,74,149.439806
21.0,159,150.417132
2.0,49,150.721064
38.0,254,152.299724
6.0,71,152.72549
121.0,729,157.253022
58.0,363,159.484292
41.0,278,161.203806
35.0,237,162.67076
27.0,191,163.822369
78.0,484,166.813965
146.0,870,172.209892
31.0,211,173.526225
25.0,181,174.67601
6.0,78,175.16317
25.0,183,176.307396
13.0,113,177.018827
2.0,47,177.330302
73.0,452,180.121658
59.0,371,182.405073
31.0,220,183.781968
83.0,512,186.96726
76.0,469,189.878643
59.0,378,192.221518
45.0,294,194.051331
44.0,285,195.84354
30.0,210,197.150207
31.0,217,198.499908
242.0,1419,207.256355
161.0,956,213.181759
23.0,166,214.222488
45.0,301,216.058595
28.0,196,217.267187
38.0,257,218.855565
32.0,226,220.26512
7.0,74,220.744634
16.0,131,221.56069
18.0,142,222.477779
40.0,266,224.153124
15.0,120,224.903227
41.0,273,226.567036
2.0,52,226.878881
69.0,427,229.574521
34.0,231,230.999352
24.0,174,232.067795
80.0,499,235.162968
97.0,592,238.863086
15.0,122,239.592112
52.0,333,241.692869
50.0,321,243.697505
75.0,465,246.592865
158.0,938,252.405561
296.0,1724,263.011396
49.0,307,264.92938
84.0,517,268.142323
40.0,268,269.862227
88.0,541,273.201603
12.0,106,273.884786
8.0,79,274.371993
77.0,478,277.376453
7.0,74,277.828706
42.0,283,279.610863
3.0,57,279.963954
82.0,508,283.104308
6.0,77,283.608753
2.0,49,283.917602
91.0,552,287.365033
-4.0,12,287.435758
69.0,432,290.466982
0.0,36,290.708947
6.0,72,291.143222
15.0,122,291.925799
90.0,550,295.30723
22.0,162,296.346789
-2.0,24,296.486135
31.0,216,297.86511
4.0,59,298.227349
37.0,253,299.812857
92.0,568,303.580811
32.0,218,305.022594
2.0,52,305.364417
1.0,41,305.638587
67.0,415,308.249652
28.0,199,309.46507
40.0,268,311.150293
63.0,396,313.625555
60.0,376,316.00572
88.0,540,319.416745
-2.0,22,319.554285
41.0,274,321.385215
48.0,315,323.391371
143.0,850,328.459054
17.0,137,329.248416
12.0,106,329.900143
15.0,122,330.641238
51.0,327,332.684633
38.0,255,334.250633
7.0,82,334.795696
18.0,143,335.703969
108.0,649,339.700848
25.0,180,340.789946
242.0,1402,348.962182
71.0,440,351.55809
91.0,551,354.774423
3.0,53,355.079506
29.0,206,356.288194
251.0,1467,365.219803
72.0,444,367.786
34.0,233,369.151729
65.0,404,371.591695
52.0,335,373.700115
23.0,162,374.710346
115.0,693,379.049435
-2.0,24,379.202224
66.0,415,381.68608
42.0,283,383.334047
61.0,390,385.586548
42.0,281,387.303984
13.0,112,387.949593
16.0,129,388.689534
19.0,141,389.530771
63.0,396,391.862327
6.0,75,392.325678
14.0,112,393.002687
159.0,943,398.688398
29.0,199,399.904067
143.0,853,405.332938
89.0,550,410.726357
40.0,270,414.017726
89.0,550,420.97616
44.0,285,424.678696
36.0,242,427.693719
30.0,213,430.529462
25.0,180,433.231977
27.0,186,435.978153
89.0,543,443.324549
69.0,427,449.123815
57.0,359,454.09628
26.0,189,456.502246
113.0,681,465.863734
209.0,1225,485.23145
54.0,350,490.479197
77.0,476,493.582851
30.0,211,494.913588
45.0,294,496.871749
1.0,44,497.178943
3.0,57,497.633821
178.0,1046,503.909786
4.0,61,504.299419
91.0,554,507.552602
53.0,332,509.830026
14.0,116,510.584043
56.0,351,513.022422
6.0,67,513.43915
10.0,92,514.011279
38.0,257,515.499125
53.0,337,517.613028
126.0,749,522.116822
