# {"t_start": 1561894077.2785866, "env_id": "pixelcopter-v0"} 
r,l,t
-5.0,5,2.286704
-3.0,17,2.430926
-5.0,8,2.476598
-4.0,10,2.542775
-4.0,15,2.634948
-1.0,29,2.815716
-4.0,11,2.881274
5.0,66,3.293235
-2.0,24,3.429506
0.0,38,3.662926
10.0,91,4.210208
-2.0,24,4.348971
0.0,40,4.592502
5.0,69,5.002646
0.0,37,5.22049
2.0,49,5.524952
0.0,37,5.743882
5.0,64,6.131638
3.0,54,6.457025
2.0,52,6.766912
9.0,87,7.275196
9.0,89,7.825554
5.0,64,8.191309
33.0,231,9.588617
37.0,248,11.025104
9.0,85,11.562173
15.0,126,12.307099
4.0,60,12.67459
15.0,126,13.415247
3.0,55,13.73224
7.0,81,14.208218
18.0,142,15.053309
5.0,66,15.446557
11.0,100,16.023238
1.0,43,16.289446
11.0,101,16.890304
27.0,191,18.01386
58.0,372,20.203169
2.0,51,20.503098
7.0,80,20.966883
29.0,209,22.197692
5.0,62,22.575751
1.0,44,22.830404
8.0,81,23.308064
80.0,499,26.238617
38.0,254,27.744565
19.0,143,28.588338
20.0,148,29.467012
18.0,136,30.257985
16.0,132,31.028629
-4.0,12,31.09806
86.0,529,34.201135
31.0,217,35.474114
6.0,72,35.906735
64.0,405,38.298964
12.0,104,38.898645
6.0,77,39.361454
42.0,279,40.995155
27.0,195,42.147084
14.0,118,42.821921
89.0,544,46.030084
43.0,275,47.694409
14.0,116,48.366925
25.0,180,49.41907
13.0,114,50.130271
100.0,606,53.75387
29.0,205,54.947394
18.0,136,55.769603
28.0,203,57.060139
18.0,146,57.926748
8.0,82,58.431681
5.0,71,58.851045
-2.0,24,58.990776
56.0,359,61.135112
7.0,81,61.609648
55.0,353,63.70048
3.0,55,64.020979
10.0,93,64.560482
9.0,90,65.09075
14.0,118,65.778925
65.0,402,68.319757
16.0,130,69.175
5.0,66,69.566855
31.0,218,70.924391
69.0,426,73.5235
6.0,77,74.019565
26.0,189,75.276342
12.0,109,75.938134
