# {"t_start": 1561894077.236153, "env_id": "pixelcopter-v0"} 
r,l,t
-5.0,6,2.364164
-5.0,9,2.42171
-5.0,6,2.468467
-5.0,7,2.509
-5.0,7,2.551758
-5.0,7,2.602466
-5.0,7,2.642706
12.0,106,3.288192
4.0,54,3.616603
2.0,53,3.941842
6.0,77,4.396407
4.0,65,4.78067
2.0,50,5.08181
8.0,80,5.570996
2.0,50,5.868808
2.0,52,6.190169
4.0,63,6.560495
19.0,149,7.441282
9.0,86,7.964281
9.0,86,8.488257
7.0,74,8.924804
3.0,54,9.246409
9.0,86,9.758689
14.0,120,10.460406
6.0,77,10.913201
9.0,88,11.455553
7.0,79,11.918017
-2.0,22,12.049389
12.0,109,12.712
33.0,226,14.015913
67.0,415,16.489356
10.0,93,17.049229
15.0,123,17.775912
4.0,65,18.154917
6.0,67,18.539052
23.0,168,19.539523
17.0,135,20.330997
35.0,244,21.766358
7.0,82,22.239993
4.0,56,22.582164
29.0,205,23.768939
6.0,72,24.181185
39.0,260,25.718228
13.0,110,26.376158
44.0,295,28.139382
5.0,71,28.558552
47.0,308,30.357274
36.0,241,31.77116
28.0,199,32.944636
31.0,211,34.170053
51.0,328,36.097333
24.0,175,37.131367
19.0,153,38.04526
7.0,82,38.525203
19.0,143,39.365946
15.0,124,40.081825
49.0,309,41.910587
46.0,303,43.681115
15.0,117,44.396454
32.0,226,45.70492
5.0,66,46.093156
11.0,101,46.681686
24.0,177,47.768804
2.0,47,48.048361
26.0,189,49.141153
23.0,168,50.171653
0.0,35,50.381575
16.0,128,51.146424
4.0,64,51.513763
37.0,253,53.062485
65.0,407,55.444206
7.0,80,55.928055
-1.0,31,56.122273
7.0,74,56.545605
-2.0,22,56.707055
4.0,55,57.09722
26.0,186,58.210937
25.0,182,59.284679
26.0,189,60.426431
118.0,707,64.598394
9.0,89,65.116113
12.0,105,65.732108
2.0,49,66.025992
12.0,106,66.632378
47.0,306,68.675321
6.0,72,69.119837
23.0,167,70.133138
18.0,142,71.03449
27.0,187,72.21839
12.0,109,72.880676
23.0,168,73.848481
32.0,218,75.322227
5.0,68,75.712515
29.0,201,77.008713
4.0,60,77.394749
99.0,599,81.073837
113.0,684,85.082421
11.0,101,85.70342
17.0,138,86.533396
28.0,197,87.732813
27.0,193,88.846414
37.0,248,90.328127
25.0,180,91.450526
15.0,128,92.255403
27.0,191,93.431571
76.0,473,96.358711
90.0,554,99.793734
17.0,135,100.647213
28.0,202,101.920863
85.0,525,105.157256
57.0,364,107.378237
2.0,52,107.722731
8.0,80,108.213679
25.0,183,109.333352
4.0,65,109.724113
40.0,263,111.340303
16.0,129,112.142157
14.0,111,112.821813
99.0,601,116.568224
68.0,426,119.192879
63.0,396,121.651768
22.0,167,122.680459
168.0,998,128.84303
14.0,116,129.568394
21.0,155,130.526574
82.0,509,133.769956
25.0,173,134.891874
32.0,222,136.365115
32.0,217,137.838295
14.0,121,138.579298
205.0,1207,146.184736
31.0,215,147.516402
134.0,803,152.502966
12.0,108,153.156592
4.0,65,153.557377
33.0,230,154.987722
27.0,188,156.119602
10.0,91,156.722963
14.0,117,157.449992
31.0,220,158.809166
2.0,52,159.12559
2.0,52,159.449946
20.0,153,160.385276
9.0,88,160.935956
25.0,182,162.060132
2.0,49,162.363464
6.0,73,162.818026
38.0,256,164.387761
15.0,122,165.126695
27.0,193,166.311387
47.0,297,168.149112
65.0,408,170.673022
76.0,471,173.620432
