# {"t_start": 1561894077.2737985, "env_id": "pixelcopter-v0"} 
r,l,t
-4.0,10,2.348604
-5.0,6,2.399086
-5.0,9,2.448325
-5.0,5,2.482212
-4.0,10,2.547288
-5.0,8,2.60146
-4.0,11,2.667258
-5.0,6,2.706452
1.0,42,2.962824
0.0,35,3.175821
-2.0,28,3.348082
1.0,44,3.612768
33.0,230,4.986075
23.0,169,6.005446
29.0,201,7.201926
3.0,51,7.520681
3.0,58,7.866812
22.0,165,8.852385
5.0,71,9.274593
3.0,57,9.622279
5.0,71,10.033836
26.0,187,11.121192
29.0,199,12.333156
11.0,102,12.945917
29.0,207,14.15367
6.0,77,14.616673
6.0,72,15.045058
2.0,52,15.356401
24.0,174,16.37976
43.0,286,18.067698
4.0,63,18.432622
24.0,174,19.45994
2.0,52,19.765141
4.0,63,20.119798
12.0,106,20.755939
19.0,145,21.623987
39.0,262,23.164403
32.0,220,24.437459
5.0,68,24.83687
16.0,134,25.623195
47.0,305,27.439541
6.0,75,27.900685
29.0,204,29.095731
7.0,83,29.58111
6.0,72,29.995198
69.0,434,32.551816
11.0,101,33.139288
11.0,101,33.723885
17.0,131,34.493002
5.0,69,34.884845
10.0,93,35.444955
30.0,215,36.719405
6.0,72,37.131155
56.0,361,39.270452
16.0,129,40.015859
2.0,50,40.308939
11.0,99,40.900011
7.0,80,41.355149
25.0,180,42.427019
1.0,46,42.689685
13.0,110,43.328326
23.0,169,44.361681
16.0,128,45.105003
29.0,209,46.31614
6.0,75,46.796762
6.0,69,47.200187
46.0,303,48.975667
3.0,59,49.321903
48.0,316,51.239941
30.0,212,52.522241
121.0,728,56.892475
15.0,119,57.62803
17.0,138,58.452021
3.0,56,58.795906
6.0,72,59.2117
5.0,69,59.624854
36.0,239,61.060272
5.0,60,61.415242
9.0,85,61.933967
-3.0,18,62.038222
5.0,67,62.438118
61.0,385,64.69427
9.0,86,65.182702
19.0,148,66.052118
7.0,82,66.527404
16.0,131,67.341041
7.0,77,67.856968
6.0,73,68.367748
18.0,140,69.281876
4.0,56,69.607207
9.0,86,70.12465
6.0,77,70.611022
28.0,199,71.876755
14.0,121,72.631495
6.0,75,73.067779
32.0,228,74.549361
9.0,85,75.07866
3.0,58,75.419746
21.0,164,76.464735
19.0,147,77.397813
33.0,230,78.748739
6.0,73,79.231384
102.0,611,82.943108
51.0,319,84.796101
83.0,516,87.907398
4.0,54,88.216364
84.0,518,91.330445
1.0,43,91.59739
-2.0,24,91.742781
16.0,130,92.568808
43.0,288,94.351821
29.0,199,95.578708
25.0,184,96.718621
-1.0,31,96.915575
43.0,290,98.708812
52.0,333,100.782063
7.0,80,101.285061
17.0,136,102.142306
11.0,97,102.736998
4.0,62,103.139249
39.0,254,104.697994
47.0,304,106.547481
4.0,60,106.919245
36.0,246,108.455916
32.0,222,109.79571
2.0,48,110.096674
37.0,253,111.651339
4.0,60,112.02233
52.0,337,114.150244
96.0,584,117.749933
7.0,79,118.236213
27.0,193,119.415795
52.0,336,121.494118
17.0,135,122.325494
28.0,199,123.613386
40.0,271,125.252873
52.0,330,127.273144
7.0,82,127.775737
6.0,72,128.228726
137.0,818,133.378088
3.0,57,133.737556
12.0,105,134.408174
69.0,437,137.325728
43.0,290,139.194212
6.0,77,139.691373
13.0,110,140.394944
5.0,68,140.810541
114.0,690,145.128614
23.0,169,146.187493
66.0,415,148.77999
31.0,216,150.116978
