# {"t_start": 1561894077.2543163, "env_id": "pixelcopter-v0"} 
r,l,t
-5.0,6,2.346157
-3.0,16,2.454724
-5.0,7,2.496017
-1.0,29,2.680526
-4.0,10,2.746564
0.0,38,2.97642
-2.0,25,3.131211
3.0,55,3.466721
-3.0,19,3.568925
2.0,49,3.868006
3.0,56,4.207177
-2.0,24,4.347708
0.0,37,4.579039
3.0,55,4.904967
8.0,81,5.395898
3.0,59,5.75129
19.0,144,6.608615
19.0,148,7.496569
3.0,57,7.836117
2.0,47,8.116699
6.0,77,8.580239
4.0,65,8.966187
7.0,74,9.409058
-3.0,18,9.520038
5.0,71,9.939577
6.0,72,10.356674
30.0,205,11.585605
7.0,83,12.082605
18.0,141,12.926798
46.0,302,14.70027
14.0,121,15.425215
6.0,77,15.868964
6.0,78,16.334264
12.0,107,16.967167
2.0,47,17.237378
5.0,62,17.620969
20.0,158,18.529216
-1.0,30,18.718677
6.0,74,19.156082
28.0,199,20.321256
17.0,140,21.14187
12.0,104,21.764859
8.0,81,22.226313
2.0,47,22.514123
43.0,284,24.15878
20.0,155,25.075476
81.0,496,28.037502
2.0,49,28.322299
8.0,81,28.784661
5.0,66,29.190863
4.0,61,29.542326
13.0,113,30.191219
15.0,123,30.913398
-4.0,12,30.982513
-3.0,17,31.086094
4.0,60,31.441599
-4.0,14,31.52973
33.0,233,32.893273
6.0,74,33.329215
29.0,201,34.495741
4.0,61,34.847318
67.0,425,37.352438
60.0,380,39.595397
120.0,724,43.883479
27.0,191,44.99458
4.0,61,45.351171
-2.0,24,45.480343
9.0,86,45.988203
13.0,114,46.643427
24.0,172,47.713271
5.0,61,48.066826
52.0,329,50.032625
28.0,199,51.22203
11.0,99,51.798149
53.0,342,53.859154
30.0,213,55.097368
32.0,223,56.431855
51.0,328,58.483828
44.0,288,60.201555
19.0,148,61.083627
17.0,137,61.905581
22.0,162,62.867984
12.0,104,63.466256
4.0,64,63.842814
2.0,53,64.157672
26.0,190,65.267774
35.0,242,66.66987
11.0,101,67.30109
65.0,408,69.942476
46.0,306,71.876031
1.0,46,72.175753
17.0,140,73.009784
35.0,238,74.558797
90.0,552,77.973815
5.0,69,78.384383
4.0,61,78.741662
19.0,145,79.690192
30.0,205,80.94874
29.0,208,82.172487
25.0,180,83.263778
26.0,186,84.343501
2.0,49,84.620421
30.0,214,85.899459
30.0,208,87.143229
43.0,283,88.820077
43.0,290,90.569978
12.0,104,91.20233
18.0,143,92.078386
18.0,145,92.988145
8.0,80,93.494197
55.0,353,95.689956
44.0,296,97.516792
16.0,127,98.291866
-3.0,18,98.416408
7.0,80,98.910877
55.0,352,101.107143
5.0,65,101.531248
2.0,49,101.826339
46.0,303,103.714819
45.0,299,105.546424
65.0,408,108.055398
85.0,522,111.258425
1.0,46,111.540852
31.0,213,112.85983
29.0,205,114.169644
46.0,302,116.014376
8.0,80,116.513035
3.0,58,116.868848
57.0,366,119.12685
98.0,599,122.86491
82.0,509,125.991304
6.0,72,126.44025
36.0,243,127.915522
71.0,439,130.638807
13.0,115,131.34636
7.0,74,131.841313
46.0,302,133.774328
7.0,79,134.277223
63.0,397,136.8917
29.0,205,138.273908
30.0,212,139.613519
10.0,93,140.202048
83.0,510,143.415003
91.0,557,146.888213
54.0,346,149.056447
25.0,184,150.19106
33.0,228,151.61896
43.0,285,153.348444
29.0,209,154.654346
76.0,473,157.58408
41.0,270,159.247994
-2.0,24,159.402753
5.0,65,159.799474
41.0,270,161.467942
44.0,290,163.254738
40.0,268,164.892211
-4.0,12,164.969551
5.0,66,165.37875
72.0,446,168.126252
9.0,90,168.67677
-4.0,15,168.764871
67.0,422,171.387352
113.0,679,175.649665
205.0,1206,183.174985
74.0,460,186.007518
59.0,370,188.313597
82.0,496,191.381415
41.0,272,193.082193
48.0,309,195.012825
5.0,68,195.43884
158.0,932,201.233464
52.0,328,203.245483
63.0,396,205.676661
42.0,284,207.474666
20.0,158,208.449276
56.0,362,210.700938
