# {"t_start": 1561894077.2836869, "env_id": "pixelcopter-v0"} 
r,l,t
-5.0,6,2.319194
-5.0,9,2.374767
-5.0,5,2.40849
-5.0,6,2.452727
-5.0,9,2.503523
-5.0,5,2.537097
-4.0,14,2.62565
-4.0,12,2.709424
-3.0,19,2.815368
-1.0,30,3.001086
-3.0,21,3.132706
-2.0,23,3.266896
-4.0,11,3.33795
6.0,74,3.779825
-1.0,29,3.958042
-1.0,31,4.143401
3.0,54,4.465552
6.0,78,4.93436
4.0,60,5.293455
10.0,91,5.843398
4.0,65,6.237512
5.0,71,6.667732
6.0,69,7.063735
6.0,75,7.528773
11.0,97,8.097787
6.0,74,8.547374
6.0,75,8.996927
6.0,72,9.417499
5.0,68,9.822764
3.0,58,10.17109
4.0,64,10.537827
18.0,141,11.39598
9.0,85,11.89227
-3.0,16,11.986945
4.0,61,12.352253
5.0,61,12.72318
3.0,58,13.067112
40.0,261,14.601412
2.0,52,14.90345
9.0,85,15.412414
3.0,58,15.751633
6.0,74,16.185611
2.0,52,16.497018
40.0,267,18.079458
47.0,304,19.852889
12.0,106,20.485829
5.0,69,20.885526
4.0,60,21.236635
82.0,505,24.192729
3.0,53,24.513653
3.0,57,24.84289
31.0,216,26.140553
27.0,193,27.275244
3.0,57,27.620765
41.0,276,29.251348
8.0,84,29.741957
4.0,59,30.076386
6.0,73,30.508189
9.0,86,31.005737
52.0,333,32.97877
9.0,86,33.477638
65.0,409,35.877183
2.0,50,36.16778
49.0,316,38.034907
18.0,141,38.859463
5.0,69,39.269122
15.0,119,39.96435
7.0,82,40.438689
14.0,119,41.144398
7.0,82,41.6258
27.0,193,42.754867
27.0,193,43.936599
37.0,249,45.366655
31.0,216,46.629534
5.0,65,47.057212
28.0,193,48.185052
6.0,78,48.640336
7.0,80,49.112109
2.0,52,49.414283
16.0,134,50.23846
6.0,76,50.708674
8.0,80,51.175247
16.0,130,51.951288
65.0,412,54.407845
5.0,67,54.795192
28.0,199,55.99192
