# {"t_start": 1561916900.3085196, "env_id": "colorswitch-v0"} 
r,l,t
8.0,149,10.220644
-5.0,55,13.206575
-5.0,45,15.868861
9.0,72,20.136149
-5.0,43,22.818514
-5.0,45,26.034766
-5.0,46,29.822407
9.0,79,35.865993
-5.0,50,38.962455
-5.0,42,41.519185
9.0,67,45.567023
-5.0,41,48.043147
-5.0,40,50.454996
9.0,68,54.399604
9.0,67,58.258086
-5.0,40,60.488973
9.0,70,64.552492
9.0,68,68.476375
-5.0,44,70.963242
9.0,70,74.861688
-5.0,44,77.31185
9.0,71,81.391801
9.0,73,85.851865
-5.0,46,88.539281
-5.0,41,90.848447
