# {"t_start": 1561916900.379807, "env_id": "colorswitch-v0"} 
r,l,t
8.0,127,9.005036
-5.0,47,11.523986
9.0,77,15.936415
-5.0,46,18.693918
9.0,67,22.756618
9.0,70,28.090086
-5.0,41,31.491361
-5.0,44,34.866343
-5.0,46,37.747569
-5.0,45,40.525058
9.0,69,44.681494
9.0,67,48.719356
-5.0,41,51.160507
9.0,67,55.022169
-5.0,40,57.295837
-5.0,41,59.649306
-5.0,42,62.09248
9.0,66,65.833999
-5.0,41,68.232157
-5.0,41,70.548476
-5.0,47,73.201889
-5.0,42,75.510989
-5.0,46,78.077167
-5.0,42,80.533733
9.0,68,84.626556
-5.0,42,87.09242
-5.0,41,89.467628
